"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.730203529E0,-3.426102638E0,7.110779285E-1,9.153033257E0,9.799072859E0
2.732204583E0,-3.435679436E0,7.182605267E-1,9.150638580E0,9.800713127E0
2.734205404E0,-3.433285236E0,7.134721279E-1,9.136273384E0,9.786111656E0
2.736205677E0,-3.421314240E0,7.110779285E-1,9.148244858E0,9.792926372E0
2.738206302E0,-3.416525841E0,7.110779285E-1,9.165003777E0,9.806914646E0
2.740206458E0,-3.409343243E0,7.134721279E-1,9.155426979E0,9.795637141E0
2.742206576E0,-3.414131641E0,7.206547260E-1,9.160215378E0,9.802305028E0
2.744207474E0,-3.409343243E0,7.254431248E-1,9.167398453E0,9.807705311E0
2.746207787E0,-3.402160645E0,7.254431248E-1,9.162610054E0,9.800734043E0
2.748207943E0,-3.397372246E0,7.158663273E-1,9.162610054E0,9.798368526E0
2.750207747E0,-3.404554844E0,7.134721279E-1,9.169792175E0,9.807401526E0
2.752207396E0,-3.404554844E0,7.158663273E-1,9.179368973E0,9.816530600E0
2.754207708E0,-3.402160645E0,7.206547260E-1,9.186552048E0,9.822768388E0
2.756207435E0,-3.411737442E0,7.230489254E-1,9.186552048E0,9.826265346E0
2.758207357E0,-3.406949043E0,7.254431248E-1,9.179368973E0,9.818064180E0
2.760207591E0,-3.399766445E0,7.134721279E-1,9.188945770E0,9.823654042E0
2.762207669E0,-3.414131641E0,7.230489254E-1,9.186552048E0,9.827096883E0
2.764207513E0,-3.416525841E0,7.206547260E-1,9.184157372E0,9.825514678E0
2.766207708E0,-3.426102638E0,7.302315235E-1,9.188945770E0,9.834029781E0
2.768207552E0,-3.423708439E0,7.326257229E-1,9.176975250E0,9.822188894E0
2.770206732E0,-3.433285236E0,7.350199223E-1,9.188945770E0,9.836891083E0
2.772206654E0,-3.438073635E0,7.302315235E-1,9.188945770E0,9.838206786E0
2.774205404E0,-3.445256233E0,7.422025204E-1,9.186552048E0,9.839379738E0
2.776205091E0,-3.454833031E0,7.398083210E-1,9.184157372E0,9.840321857E0
2.778205052E0,-3.469198227E0,7.374141216E-1,9.184157372E0,9.845194896E0
2.780205872E0,-3.469198227E0,7.350199223E-1,9.191340446E0,9.851717100E0
2.782205599E0,-3.476380825E0,7.374141216E-1,9.196128845E0,9.858893902E0
2.784205638E0,-3.473986626E0,7.326257229E-1,9.186552048E0,9.848759417E0
2.786205013E0,-3.478775024E0,7.350199223E-1,9.179368973E0,9.843929332E0
2.788204037E0,-3.488351822E0,7.350199223E-1,9.174580574E0,9.842854333E0
2.790203646E0,-3.490746021E0,7.278373241E-1,9.179368973E0,9.847632695E0
2.792203372E0,-3.500322819E0,7.326257229E-1,9.174580574E0,9.846924850E0
2.794203568E0,-3.497928619E0,7.326257229E-1,9.169792175E0,9.841612348E0
2.796203490E0,-3.514688015E0,7.350199223E-1,9.165003777E0,9.843301293E0
2.798203646E0,-3.517082214E0,7.302315235E-1,9.169792175E0,9.848258421E0
2.800204271E0,-3.521870613E0,7.278373241E-1,9.167398453E0,9.847563870E0
2.802204935E0,-3.524264812E0,7.230489254E-1,9.150638580E0,9.832468085E0
2.804205169E0,-3.529053211E0,7.158663273E-1,9.145850182E0,9.829204277E0
2.806205833E0,-3.526659012E0,7.206547260E-1,9.148244858E0,9.830923202E0
2.808206927E0,-3.538630009E0,7.254431248E-1,9.145850182E0,9.833348647E0
2.810207435E0,-3.548206806E0,7.254431248E-1,9.162610054E0,9.852383583E0
2.812207279E0,-3.555389643E0,7.326257229E-1,9.155426979E0,9.848826282E0
2.814207591E0,-3.564966440E0,7.158663273E-1,9.150638580E0,9.846605341E0
2.816208138E0,-3.564966440E0,7.254431248E-1,9.145850182E0,9.842856749E0
2.818208490E0,-3.562572241E0,7.230489254E-1,9.143456459E0,9.839589257E0
2.820209076E0,-3.574543238E0,7.230489254E-1,9.131484985E0,9.832811253E0
2.822210287E0,-3.586514235E0,7.254431248E-1,9.131484985E0,9.837345685E0
2.824210208E0,-3.588908434E0,7.158663273E-1,9.138668060E0,9.844185201E0
2.826210443E0,-3.586514235E0,7.134721279E-1,9.126696587E0,9.832025092E0
2.828210599E0,-3.591302633E0,7.254431248E-1,9.126696587E0,9.834648591E0
2.830210990E0,-3.593696833E0,7.254431248E-1,9.133879662E0,9.842188899E0
2.832211146E0,-3.600879431E0,7.134721279E-1,9.131484985E0,9.841716984E0
2.834211693E0,-3.612850428E0,7.206547260E-1,9.138668060E0,9.853288048E0
2.836211810E0,-3.608062029E0,7.182605267E-1,9.143456459E0,9.855800617E0
2.838212005E0,-3.615244627E0,7.182605267E-1,9.148244858E0,9.862873611E0
2.840212435E0,-3.622427225E0,7.182605267E-1,9.157821655E0,9.874389837E0
2.842212747E0,-3.624821424E0,7.230489254E-1,9.145850182E0,9.864517507E0
2.844212669E0,-3.627215624E0,7.206547260E-1,9.150638580E0,9.869661739E0
2.846213451E0,-3.617638826E0,7.230489254E-1,9.150638580E0,9.866321344E0
2.848214349E0,-3.620033026E0,7.230489254E-1,9.145850182E0,9.862758965E0
2.850215052E0,-3.615244627E0,7.254431248E-1,9.155426979E0,9.870061024E0
2.852215521E0,-3.620033026E0,7.230489254E-1,9.162610054E0,9.878302580E0
2.854216419E0,-3.620033026E0,7.158663273E-1,9.169792175E0,9.884441929E0
2.856216966E0,-3.620033026E0,7.254431248E-1,9.172186852E0,9.887361553E0
2.858217201E0,-3.615244627E0,7.326257229E-1,9.167398453E0,9.881696644E0
2.860217279E0,-3.608062029E0,7.254431248E-1,9.162610054E0,9.874097545E0
2.862217708E0,-3.605667830E0,7.182605267E-1,9.176975250E0,9.886031227E0
2.864218294E0,-3.603273630E0,7.134721279E-1,9.174580574E0,9.882588327E0
2.866219037E0,-3.600879431E0,7.062895298E-1,9.167398453E0,9.874531481E0
2.868220247E0,-3.596091032E0,7.038952708E-1,9.174580574E0,9.879284791E0
2.870221497E0,-3.593696833E0,7.158663273E-1,9.165003777E0,9.870380730E0
2.872221380E0,-3.586514235E0,7.230489254E-1,9.162610054E0,9.866068473E0
2.874221341E0,-3.596091032E0,7.254431248E-1,9.174580574E0,9.880843443E0
2.876222122E0,-3.579331636E0,7.158663273E-1,9.172186852E0,9.871833224E0
2.878222318E0,-3.562572241E0,7.110779285E-1,9.167398453E0,9.860970905E0
2.880222982E0,-3.564966440E0,7.134721279E-1,9.160215378E0,9.855332261E0
2.882223333E0,-3.564966440E0,7.158663273E-1,9.148244858E0,9.844380849E0
2.884223412E0,-3.552995205E0,7.134721279E-1,9.155426979E0,9.846555772E0
2.886223607E0,-3.550601006E0,7.182605267E-1,9.145850182E0,9.837135824E0
2.888223294E0,-3.538630009E0,7.206547260E-1,9.157821655E0,9.844132417E0
2.890222982E0,-3.524264812E0,7.158663273E-1,9.169792175E0,9.849771348E0
2.892222435E0,-3.517082214E0,7.158663273E-1,9.160215378E0,9.838286318E0
2.894222865E0,-3.521870613E0,7.134721279E-1,9.155426979E0,9.835367724E0
2.896223802E0,-3.517082214E0,7.086837292E-1,9.153033257E0,9.831079174E0
2.898224583E0,-3.507505417E0,7.110779285E-1,9.153033257E0,9.827830069E0
2.900225091E0,-3.505111217E0,7.110779285E-1,9.150638580E0,9.824745437E0
2.902226068E0,-3.493140221E0,7.230489254E-1,9.150638580E0,9.821355038E0
2.904226732E0,-3.490746021E0,7.254431248E-1,9.155426979E0,9.825142171E0
2.906227396E0,-3.488351822E0,7.230489254E-1,9.145850182E0,9.815190967E0
2.908228568E0,-3.478775024E0,7.230489254E-1,9.148244858E0,9.814023609E0
2.910229388E0,-3.481169224E0,7.182605267E-1,9.145850182E0,9.812288871E0
2.912230247E0,-3.469198227E0,7.206547260E-1,9.162610054E0,9.823853754E0
2.914231302E0,-3.457227230E0,7.158663273E-1,9.155426979E0,9.812580083E0
2.916232044E0,-3.459621429E0,7.182605267E-1,9.153033257E0,9.811365675E0
2.918233060E0,-3.454833031E0,7.134721279E-1,9.157821655E0,9.813796983E0
2.920233255E0,-3.447650433E0,7.254431248E-1,9.157821655E0,9.812148526E0
2.922234544E0,-3.440467834E0,7.206547260E-1,9.162610054E0,9.813744706E0
2.924235404E0,-3.435679436E0,7.278373241E-1,9.167398453E0,9.817068541E0
2.926236537E0,-3.430891037E0,7.206547260E-1,9.165003777E0,9.812627108E0
2.928237787E0,-3.435679436E0,7.206547260E-1,9.162610054E0,9.812067031E0
2.930239115E0,-3.445256233E0,7.278373241E-1,9.169792175E0,9.822658816E0
2.932239818E0,-3.447650433E0,7.230489254E-1,9.167398453E0,9.820910734E0
2.934239974E0,-3.440467834E0,7.182605267E-1,9.153033257E0,9.804628239E0
2.936240091E0,-3.440467834E0,7.278373241E-1,9.160215378E0,9.812039128E0
2.938240443E0,-3.445256233E0,7.350199223E-1,9.160215378E0,9.814254458E0
2.940241380E0,-3.445256233E0,7.350199223E-1,9.145850182E0,9.800847940E0
2.942242162E0,-3.450044632E0,7.302315235E-1,9.162610054E0,9.817813863E0
2.944242201E0,-3.452438831E0,7.302315235E-1,9.157821655E0,9.814187151E0
2.946242787E0,-3.459621429E0,7.254431248E-1,9.153033257E0,9.811894107E0
2.948243880E0,-3.466804028E0,7.302315235E-1,9.153033257E0,9.814784055E0
2.950244935E0,-3.462015629E0,7.398083210E-1,9.157821655E0,9.818277142E0
2.952245052E0,-3.459621429E0,7.398083210E-1,9.155426979E0,9.815199435E0
2.954245560E0,-3.469198227E0,7.469909191E-1,9.153033257E0,9.816891034E0
2.956245599E0,-3.473986626E0,7.445967197E-1,9.157821655E0,9.822866426E0
2.958245716E0,-3.473986626E0,7.445967197E-1,9.162610054E0,9.827330785E0
2.960246341E0,-3.485957623E0,7.445967197E-1,9.148244858E0,9.818182561E0
2.962247083E0,-3.488351822E0,7.469909191E-1,9.136273384E0,9.808062256E0
2.964247318E0,-3.483563423E0,7.541735172E-1,9.145850182E0,9.815832484E0
2.966246458E0,-3.488351822E0,7.493851185E-1,9.160215378E0,9.830550455E0
2.968247005E0,-3.493140221E0,7.445967197E-1,9.160215378E0,9.831886830E0
2.970247865E0,-3.495534420E0,7.422025204E-1,9.145850182E0,9.819175169E0
2.972248841E0,-3.497928619E0,7.374141216E-1,9.138668060E0,9.812978046E0
2.974249427E0,-3.500322819E0,7.445967197E-1,9.129091263E0,9.805457225E0
2.976249232E0,-3.507505417E0,7.398083210E-1,9.138668060E0,9.816576008E0
2.978249583E0,-3.526659012E0,7.326257229E-1,9.148244858E0,9.831807983E0
2.980250130E0,-3.512293816E0,7.230489254E-1,9.133879662E0,9.812581988E0
2.982250482E0,-3.517082214E0,7.350199223E-1,9.138668060E0,9.819642331E0
2.984250872E0,-3.519476414E0,7.326257229E-1,9.138668060E0,9.820321206E0
2.986251107E0,-3.517082214E0,7.398083210E-1,9.143456459E0,9.824458238E0
2.988251341E0,-3.519476414E0,7.398083210E-1,9.141061783E0,9.823087147E0
2.990252396E0,-3.529053211E0,7.278373241E-1,9.136273384E0,9.821173814E0
2.992253216E0,-3.536235809E0,7.182605267E-1,9.133879662E0,9.820825808E0
2.994253958E0,-3.541024208E0,7.134721279E-1,9.153033257E0,9.840015890E0
2.996254349E0,-3.541024208E0,7.206547260E-1,9.133879662E0,9.822726370E0
2.998254622E0,-3.538630009E0,7.230489254E-1,9.133879662E0,9.822039491E0
3.000254622E0,-3.550601006E0,7.206547260E-1,9.138668060E0,9.830633990E0
3.002254896E0,-3.557783842E0,7.230489254E-1,9.136273384E0,9.831180853E0
3.004255443E0,-3.555389643E0,7.230489254E-1,9.138668060E0,9.832540322E0
3.006255404E0,-3.560178041E0,7.230489254E-1,9.141061783E0,9.836497240E0
3.008255091E0,-3.569754839E0,7.182605267E-1,9.138668060E0,9.837393034E0
3.010255365E0,-3.569754839E0,7.086837292E-1,9.141061783E0,9.838922337E0
3.012255521E0,-3.564966440E0,7.158663273E-1,9.131484985E0,9.828808084E0
3.014256107E0,-3.574543238E0,7.278373241E-1,9.133879662E0,9.835388360E0
3.016256771E0,-3.576937437E0,7.206547260E-1,9.131484985E0,9.833506124E0
3.018256966E0,-3.574543238E0,7.326257229E-1,9.138668060E0,9.840190736E0
3.020256810E0,-3.581725836E0,7.302315235E-1,9.141061783E0,9.844846802E0
3.022256458E0,-3.584120035E0,7.302315235E-1,9.131484985E0,9.836827362E0
3.024257279E0,-3.584120035E0,7.278373241E-1,9.141061783E0,9.845540824E0
3.026257943E0,-3.586514235E0,7.278373241E-1,9.148244858E0,9.853081523E0
3.028258099E0,-3.584120035E0,7.278373241E-1,9.143456459E0,9.847764194E0
3.030258216E0,-3.586514235E0,7.326257229E-1,9.141061783E0,9.846767760E0
3.032258997E0,-3.586514235E0,7.326257229E-1,9.145850182E0,9.851213141E0
3.034260208E0,-3.581725836E0,7.254431248E-1,9.138668060E0,9.842270145E0
3.036261927E0,-3.584120035E0,7.278373241E-1,9.145850182E0,9.849986758E0
3.038264349E0,-3.586514235E0,7.350199223E-1,9.138668060E0,9.844724098E0
3.040266224E0,-3.591302633E0,7.302315235E-1,9.133879662E0,9.841669084E0
3.042267513E0,-3.591302633E0,7.326257229E-1,9.143456459E0,9.850735560E0
3.044268646E0,-3.588908434E0,7.254431248E-1,9.136273384E0,9.842663401E0
3.046270404E0,-3.588908434E0,7.302315235E-1,9.153033257E0,9.858575943E0
3.048272201E0,-3.598485231E0,7.302315235E-1,9.160215378E0,9.868732432E0
3.050273841E0,-3.593696833E0,7.254431248E-1,9.162610054E0,9.868857464E0
3.052274896E0,-3.593696833E0,7.254431248E-1,9.167398453E0,9.873303350E0
3.054276380E0,-3.591302633E0,7.230489254E-1,9.165003777E0,9.870032856E0
3.056277201E0,-3.588908434E0,7.278373241E-1,9.179368973E0,9.882855137E0
3.058278607E0,-3.591302633E0,7.302315235E-1,9.174580574E0,9.879454509E0
3.060279583E0,-3.586514235E0,7.302315235E-1,9.176975250E0,9.879939128E0
3.062280677E0,-3.591302633E0,7.254431248E-1,9.169792175E0,9.874654975E0
3.064281458E0,-3.588908434E0,7.206547260E-1,9.186552048E0,9.889001239E0
3.066281537E0,-3.584120035E0,7.182605267E-1,9.191340446E0,9.891539507E0
3.068282162E0,-3.574543238E0,7.206547260E-1,9.186552048E0,9.883796898E0
3.070282669E0,-3.567360640E0,7.254431248E-1,9.188945770E0,9.883777316E0
3.072283216E0,-3.574543238E0,7.326257229E-1,9.193734169E0,9.891352171E0
3.074283294E0,-3.574543238E0,7.278373241E-1,9.184157372E0,9.882097609E0
3.076283763E0,-3.581725836E0,7.278373241E-1,9.193734169E0,9.893596672E0
3.078284271E0,-3.584120035E0,7.302315235E-1,9.193734169E0,9.894640088E0
3.080284466E0,-3.581725836E0,7.278373241E-1,9.203310966E0,9.902496649E0
3.082285247E0,-3.574543238E0,7.230489254E-1,9.200917244E0,9.897324752E0
3.084285833E0,-3.581725836E0,7.182605267E-1,9.205705643E0,9.904023149E0
3.086286654E0,-3.581725836E0,7.206547260E-1,9.210494041E0,9.908647924E0
3.088287591E0,-3.574543238E0,7.230489254E-1,9.208099365E0,9.904001869E0
3.090288919E0,-3.562572241E0,7.230489254E-1,9.200917244E0,9.893007574E0
3.092289505E0,-3.555389643E0,7.350199223E-1,9.196128845E0,9.886851649E0
3.094290013E0,-3.569754839E0,7.350199223E-1,9.198522568E0,9.894251934E0
3.096291146E0,-3.557783842E0,7.278373241E-1,9.198522568E0,9.889407994E0
3.098291380E0,-3.552995205E0,7.326257229E-1,9.184157372E0,9.874677818E0
3.100292162E0,-3.548206806E0,7.278373241E-1,9.184157372E0,9.872601751E0
3.102293099E0,-3.541024208E0,7.206547260E-1,9.184157372E0,9.869495544E0
3.104293685E0,-3.545812607E0,7.206547260E-1,9.184157372E0,9.871214561E0
3.106294349E0,-3.538630009E0,7.350199223E-1,9.172186852E0,9.858558123E0
3.108294622E0,-3.541024208E0,7.254431248E-1,9.179368973E0,9.865390763E0
3.110295482E0,-3.541024208E0,7.254431248E-1,9.176975250E0,9.863163535E0
3.112295677E0,-3.541024208E0,7.278373241E-1,9.172186852E0,9.858884889E0
3.114295833E0,-3.541024208E0,7.302315235E-1,9.162610054E0,9.850152969E0
3.116296107E0,-3.533841610E0,7.374141216E-1,9.160215378E0,9.845880452E0
3.118296419E0,-3.526659012E0,7.326257229E-1,9.155426979E0,9.838491114E0
3.120296615E0,-3.519476414E0,7.302315235E-1,9.148244858E0,9.829055717E0
3.122296693E0,-3.521870613E0,7.278373241E-1,9.155426979E0,9.836420231E0
3.124297318E0,-3.517082214E0,7.302315235E-1,9.155426979E0,9.834884267E0
3.126297552E0,-3.512293816E0,7.254431248E-1,9.143456459E0,9.821673564E0
3.128298255E0,-3.507505417E0,7.254431248E-1,9.138668060E0,9.815503853E0
3.130299154E0,-3.517082214E0,7.350199223E-1,9.129091263E0,9.810730293E0
3.132300521E0,-3.514688015E0,7.350199223E-1,9.126696587E0,9.807643790E0
3.134301419E0,-3.509899616E0,7.422025204E-1,9.114726067E0,9.795330069E0
3.136303177E0,-3.507505417E0,7.350199223E-1,9.129091263E0,9.807301149E0
3.138304076E0,-3.514688015E0,7.326257229E-1,9.109937668E0,9.791870945E0
3.140304896E0,-3.514688015E0,7.302315235E-1,9.107542992E0,9.789464197E0
3.142305912E0,-3.509899616E0,7.278373241E-1,9.112331390E0,9.792023583E0
3.144306107E0,-3.514688015E0,7.302315235E-1,9.114726067E0,9.796147263E0
3.146306849E0,-3.514688015E0,7.374141216E-1,9.119514465E0,9.801140521E0
3.148307201E0,-3.507505417E0,7.350199223E-1,9.109937668E0,9.789474595E0
3.150308607E0,-3.512293816E0,7.493851185E-1,9.119514465E0,9.801190233E0
3.152309701E0,-3.514688015E0,7.398083210E-1,9.114726067E0,9.796865798E0
3.154310013E0,-3.509899616E0,7.350199223E-1,9.121908188E0,9.801472266E0
3.156311302E0,-3.509899616E0,7.350199223E-1,9.114726067E0,9.794788455E0
3.158312982E0,-3.524264812E0,7.254431248E-1,9.117119789E0,9.801458231E0
3.160313958E0,-3.524264812E0,7.374141216E-1,9.129091263E0,9.813487114E0
3.162314232E0,-3.514688015E0,7.398083210E-1,9.131484985E0,9.812459744E0
3.164315287E0,-3.526659012E0,7.278373241E-1,9.138668060E0,9.822541671E0
3.166315833E0,-3.526659012E0,7.302315235E-1,9.121908188E0,9.807128573E0
3.168316068E0,-3.529053211E0,7.254431248E-1,9.117119789E0,9.803180991E0
3.170315833E0,-3.529053211E0,7.254431248E-1,9.121908188E0,9.807634439E0
3.172315990E0,-3.531447411E0,7.254431248E-1,9.124302864E0,9.810723281E0
3.174316732E0,-3.541024208E0,7.254431248E-1,9.129091263E0,9.818626556E0
3.176317357E0,-3.541024208E0,7.278373241E-1,9.126696587E0,9.816577316E0
3.178316927E0,-3.543418407E0,7.206547260E-1,9.133879662E0,9.823589716E0
3.180317279E0,-3.552995205E0,7.206547260E-1,9.126696587E0,9.820372129E0
3.182317122E0,-3.560178041E0,7.182605267E-1,9.131484985E0,9.827247016E0
3.184316810E0,-3.550601006E0,7.182605267E-1,9.138668060E0,9.830458769E0
3.186317357E0,-3.552995205E0,7.206547260E-1,9.143456459E0,9.835950090E0
3.188317552E0,-3.548206806E0,7.230489254E-1,9.160215378E0,9.849980561E0
3.190318607E0,-3.548206806E0,7.230489254E-1,9.155426979E0,9.845527637E0
3.192319622E0,-3.541024208E0,7.230489254E-1,9.160215378E0,9.847395491E0
3.194319427E0,-3.543418407E0,7.158663273E-1,9.165003777E0,9.852186196E0
3.196319076E0,-3.550601006E0,7.182605267E-1,9.165003777E0,9.854945962E0
3.198319076E0,-3.552995205E0,7.230489254E-1,9.160215378E0,9.851706474E0
3.200318294E0,-3.543418407E0,7.230489254E-1,9.160215378E0,9.848256674E0
3.202317943E0,-3.538630009E0,7.182605267E-1,9.162610054E0,9.848412234E0
3.204318177E0,-3.541024208E0,7.134721279E-1,9.169792175E0,9.855606702E0
3.206318763E0,-3.548206806E0,7.206547260E-1,9.167398453E0,9.856485640E0
3.208318724E0,-3.543418407E0,7.302315235E-1,9.165003777E0,9.853240397E0
3.210317904E0,-3.536235809E0,7.158663273E-1,9.172186852E0,9.856289359E0
3.212316107E0,-3.543418407E0,7.230489254E-1,9.165003777E0,9.852710692E0
3.214314818E0,-3.538630009E0,7.230489254E-1,9.169792175E0,9.855444720E0
3.216314115E0,-3.543418407E0,7.254431248E-1,9.172186852E0,9.859568620E0
3.218313724E0,-3.536235809E0,7.230489254E-1,9.176975250E0,9.861269603E0
3.220313997E0,-3.533841610E0,7.158663273E-1,9.181763649E0,9.864344115E0
3.222314427E0,-3.541024208E0,7.158663273E-1,9.181763649E0,9.866919517E0
3.224314974E0,-3.533841610E0,7.158663273E-1,9.184157372E0,9.866572239E0
3.226315521E0,-3.536235809E0,7.158663273E-1,9.191340446E0,9.874116036E0
3.228315794E0,-3.545812607E0,7.254431248E-1,9.181763649E0,9.869338300E0
3.230315872E0,-3.545812607E0,7.206547260E-1,9.186552048E0,9.873442601E0
3.232316458E0,-3.541024208E0,7.206547260E-1,9.181763649E0,9.867268081E0
3.234316693E0,-3.533841610E0,7.182605267E-1,9.193734169E0,9.875661126E0
3.236317747E0,-3.533841610E0,7.158663273E-1,9.191340446E0,9.873258850E0
3.238317357E0,-3.538630009E0,7.134721279E-1,9.186552048E0,9.870343628E0
3.240317669E0,-3.531447411E0,7.158663273E-1,9.181763649E0,9.863486661E0
3.242317396E0,-3.526659012E0,7.134721279E-1,9.188945770E0,9.868287117E0
3.244317240E0,-3.529053211E0,7.086837292E-1,9.184157372E0,9.864339604E0
3.246317787E0,-3.529053211E0,7.134721279E-1,9.181763649E0,9.862456223E0
3.248318568E0,-3.529053211E0,7.134721279E-1,9.174580574E0,9.855769262E0
3.250317591E0,-3.529053211E0,7.158663273E-1,9.167398453E0,9.849257615E0
3.252317474E0,-3.531447411E0,7.254431248E-1,9.174580574E0,9.857500558E0
3.254316693E0,-3.529053211E0,7.182605267E-1,9.169792175E0,9.851659926E0
3.256315990E0,-3.533841610E0,7.206547260E-1,9.172186852E0,9.855779594E0
3.258315013E0,-3.536235809E0,7.182605267E-1,9.172186852E0,9.856463540E0
3.260314701E0,-3.550601006E0,7.206547260E-1,9.176975250E0,9.866254886E0
3.262314310E0,-3.552995205E0,7.134721279E-1,9.181763649E0,9.871048633E0
3.264313841E0,-3.550601006E0,7.158663273E-1,9.167398453E0,9.856998858E0
3.266313099E0,-3.536235809E0,7.110779285E-1,9.169792175E0,9.853714227E0
3.268312240E0,-3.536235809E0,7.134721279E-1,9.169792175E0,9.853887290E0
3.270311810E0,-3.536235809E0,7.182605267E-1,9.165003777E0,9.849779495E0
3.272311146E0,-3.536235809E0,7.158663273E-1,9.155426979E0,9.840694664E0
3.274309974E0,-3.541024208E0,7.134721279E-1,9.157821655E0,9.844470143E0
3.276308138E0,-3.548206806E0,7.230489254E-1,9.153033257E0,9.843301737E0
3.278307240E0,-3.541024208E0,7.206547260E-1,9.148244858E0,9.836085586E0
3.280306380E0,-3.543418407E0,7.254431248E-1,9.141061783E0,9.830620136E0
3.282305521E0,-3.543418407E0,7.158663273E-1,9.138668060E0,9.827692126E0
3.284304935E0,-3.543418407E0,7.158663273E-1,9.136273384E0,9.825465381E0
3.286303880E0,-3.538630009E0,7.158663273E-1,9.124302864E0,9.812607691E0
3.288302552E0,-3.541024208E0,7.278373241E-1,9.136273384E0,9.825481717E0
3.290301107E0,-3.531447411E0,7.278373241E-1,9.150638580E0,9.835398030E0
3.292300638E0,-3.545812607E0,7.230489254E-1,9.136273384E0,9.826854947E0
3.294300482E0,-3.552995205E0,7.278373241E-1,9.138668060E0,9.832028072E0
3.296300130E0,-3.543418407E0,7.326257229E-1,9.138668060E0,9.828927122E0
3.298300052E0,-3.543418407E0,7.326257229E-1,9.133879662E0,9.824475158E0
3.300299037E0,-3.545812607E0,7.350199223E-1,9.117119789E0,9.809939581E0
3.302298997E0,-3.543418407E0,7.350199223E-1,9.112331390E0,9.804623994E0
3.304299427E0,-3.552995205E0,7.326257229E-1,9.124302864E0,9.819033462E0
3.306299310E0,-3.557783842E0,7.254431248E-1,9.126696587E0,9.822458154E0
3.308299232E0,-3.562572241E0,7.254431248E-1,9.124302864E0,9.821969836E0
3.310299818E0,-3.564966440E0,7.254431248E-1,9.117119789E0,9.816166599E0
3.312299740E0,-3.560178041E0,7.398083210E-1,9.131484985E0,9.828845409E0
3.314300052E0,-3.555389643E0,7.422025204E-1,9.138668060E0,9.833967359E0
3.316300247E0,-3.545812607E0,7.302315235E-1,9.141061783E0,9.831837857E0
3.318299818E0,-3.560178041E0,7.374141216E-1,9.121908188E0,9.819768646E0
3.320299935E0,-3.567360640E0,7.445967197E-1,9.133879662E0,9.834034974E0
3.322299740E0,-3.560178041E0,7.445967197E-1,9.133879662E0,9.831431718E0
3.324299740E0,-3.567360640E0,7.374141216E-1,9.129091263E0,9.829046180E0
3.326299349E0,-3.574543238E0,7.374141216E-1,9.131484985E0,9.833878024E0
3.328300208E0,-3.552995205E0,7.350199223E-1,9.136273384E0,9.830336747E0
3.330300912E0,-3.550601006E0,7.398083210E-1,9.136273384E0,9.829830884E0
3.332301029E0,-3.555389643E0,7.493851185E-1,9.114726067E0,9.812268078E0
3.334301185E0,-3.550601006E0,7.541735172E-1,9.121908188E0,9.817573742E0
3.336301146E0,-3.552995205E0,7.469909191E-1,9.131484985E0,9.826789323E0
3.338301146E0,-3.552995205E0,7.469909191E-1,9.126696587E0,9.822339891E0
3.340301966E0,-3.557783842E0,7.493851185E-1,9.126696587E0,9.824255417E0
3.342301732E0,-3.564966440E0,7.445967197E-1,9.136273384E0,9.835390249E0
3.344302396E0,-3.562572241E0,7.422025204E-1,9.138668060E0,9.836566447E0
3.346303294E0,-3.557783842E0,7.445967197E-1,9.126696587E0,9.823891323E0
3.348304271E0,-3.560178041E0,7.374141216E-1,9.126696587E0,9.824216908E0
3.350304154E0,-3.555389643E0,7.326257229E-1,9.131484985E0,9.826573869E0
3.352304427E0,-3.560178041E0,7.374141216E-1,9.121908188E0,9.819768646E0
3.354304037E0,-3.555389643E0,7.302315235E-1,9.117119789E0,9.813047785E0
3.356303021E0,-3.550601006E0,7.302315235E-1,9.124302864E0,9.817989017E0
3.358302357E0,-3.555389643E0,7.445967197E-1,9.150638580E0,9.845273293E0
3.360302122E0,-3.552995205E0,7.422025204E-1,9.155426979E0,9.848679235E0
3.362301497E0,-3.552995205E0,7.398083210E-1,9.141061783E0,9.835146252E0
3.364301029E0,-3.557783842E0,7.398083210E-1,9.138668060E0,9.834652822E0
3.366300716E0,-3.560178041E0,7.422025204E-1,9.150638580E0,9.846822772E0
3.368301419E0,-3.552995205E0,7.469909191E-1,9.155426979E0,9.849041249E0
3.370301810E0,-3.548206806E0,7.445967197E-1,9.153033257E0,9.844908004E0
3.372301537E0,-3.548206806E0,7.422025204E-1,9.157821655E0,9.849179336E0
3.374302396E0,-3.548206806E0,7.445967197E-1,9.148244858E0,9.840456280E0
3.376302865E0,-3.548206806E0,7.374141216E-1,9.153033257E0,9.844367370E0
3.378303255E0,-3.548206806E0,7.350199223E-1,9.148244858E0,9.839736267E0
3.380303802E0,-3.557783842E0,7.326257229E-1,9.143456459E0,9.838565055E0
3.382303802E0,-3.550601006E0,7.326257229E-1,9.157821655E0,9.849325125E0
3.384304232E0,-3.543418407E0,7.350199223E-1,9.162610054E0,9.851370021E0
3.386304310E0,-3.550601006E0,7.350199223E-1,9.169792175E0,9.860634377E0
3.388304232E0,-3.555389643E0,7.302315235E-1,9.167398453E0,9.859778293E0
3.390304232E0,-3.560178041E0,7.374141216E-1,9.150638580E0,9.846463005E0
