Sample in Buffer,Sample in Window,TRIGGER,ctime400[23:0],tdc_dvalid_1[0:0],tdc_dvalid[1:1],fine_time_0[7:0],fine_time_1[7:0]
715,715,0,6a84f4,1,1,59,6e
716,716,0,6a8684,1,1,58,6e
717,717,0,6a8814,1,1,59,70
718,718,0,6a89a4,1,1,59,70
719,719,0,6a8b34,1,1,59,70
720,720,0,6a8cc4,1,1,59,71
721,721,0,6a8e54,1,1,59,70
722,722,0,6a8fe4,1,1,59,71
723,723,0,6a9174,1,1,5a,71
724,724,0,6a9304,1,1,5a,71
725,725,0,6a9494,1,1,5c,72
726,726,0,6a9624,1,1,5a,71
727,727,0,6a97b4,1,1,5c,73
728,728,0,6a9944,1,1,5c,73
729,729,0,6a9ad4,1,1,5c,71
730,730,0,6a9c64,1,1,5c,74
731,731,0,6a9df4,1,1,5d,75
732,732,0,6a9f84,1,1,5d,75
733,733,0,6aa114,1,1,5d,76
734,734,0,6aa2a4,1,1,5d,76
735,735,0,6aa434,1,1,5d,76
736,736,0,6aa5c4,1,1,5f,78
737,737,0,6aa754,1,1,5d,76
738,738,0,6aa8e4,1,1,5d,76
739,739,0,6aaa74,1,1,5f,79
740,740,0,6aac04,1,1,5f,79
741,741,0,6aad94,1,1,61,79
742,742,0,6aaf24,1,1,61,79
743,743,0,6ab0b4,1,1,61,79
744,744,0,6ab244,1,1,62,7a
745,745,0,6ab3d4,1,1,62,7a
746,746,0,6ab564,1,1,62,79
747,747,0,6ab6f4,1,1,62,7b
748,748,0,6ab884,1,1,62,7b
749,749,0,6aba14,1,1,62,7a
750,750,0,6abba4,1,1,62,7a
751,751,0,6abd34,1,1,64,7d
752,752,0,6abec4,1,1,64,7d
753,753,0,6ac054,1,1,64,7d
754,754,0,6ac1e4,1,1,64,7d
755,755,0,6ac374,1,1,64,7d
756,756,0,6ac504,1,1,65,7e
757,757,0,6ac694,1,1,64,7d
758,758,0,6ac824,1,1,65,7e
759,759,0,6ac9b4,1,1,65,81
760,760,0,6acb44,1,1,66,81
761,761,0,6accd4,1,1,66,81
762,762,0,6ace64,1,1,68,82
763,763,0,6acff4,1,1,66,82
764,764,0,6ad184,1,1,66,82
765,765,0,6ad314,1,1,66,81
766,766,0,6ad4a4,1,1,68,82
767,767,0,6ad634,1,1,69,83
768,768,0,6ad7c4,1,1,69,83
769,769,0,6ad954,1,1,68,83
770,770,0,6adae4,1,1,69,84
771,771,0,6adc74,1,1,6a,85
772,772,0,6ade04,1,1,69,85
773,773,0,6adf94,1,1,6a,85
774,774,0,6ae124,1,1,6a,86
775,775,0,6ae2b4,1,1,6a,86
776,776,0,6ae444,1,1,6d,87
777,777,0,6ae5d4,1,1,6d,88
778,778,0,6ae764,1,1,6d,88
779,779,0,6ae8f4,1,1,6d,87
780,780,0,6aea84,1,1,6d,88
781,781,0,6aec14,1,1,6e,89
782,782,0,6aeda4,1,1,6d,88
783,783,0,6aef34,1,1,6e,8a
784,784,0,6af0c4,1,1,6e,89
785,785,0,6af254,1,1,70,8b
786,786,0,6af3e4,1,1,70,8b
787,787,0,6af574,1,1,71,8d
788,788,0,6af704,1,1,71,8c
789,789,0,6af894,1,1,70,8b
790,790,0,6afa24,1,1,71,8d
791,791,0,6afbb4,1,1,71,8d
792,792,0,6afd44,1,1,73,8e
793,793,0,6afed4,1,1,73,8e
794,794,0,6b0064,1,1,73,8e
795,795,0,6b01f4,1,1,75,8f
796,796,0,6b0384,1,1,75,8f
797,797,0,6b0514,1,1,73,8e
798,798,0,6b06a4,1,1,75,8f
799,799,0,6b0834,1,1,76,90
800,800,0,6b09c4,1,1,76,91
801,801,0,6b0b54,1,1,77,91
802,802,0,6b0ce4,1,1,78,91
803,803,0,6b0e74,1,1,76,90
804,804,0,6b1004,1,1,78,91
805,805,0,6b1194,1,1,79,92
806,806,0,6b1324,1,1,79,92
807,807,0,6b14b4,1,1,79,91
808,808,0,6b1644,1,1,79,92
809,809,0,6b17d4,1,1,7a,94
810,810,0,6b1964,1,1,79,92
811,811,0,6b1af4,1,1,7a,94
812,812,0,6b1c84,1,1,79,92
813,813,0,6b1e14,1,1,7a,94
814,814,0,6b1fa4,1,1,7a,95
815,815,0,6b2134,1,1,7c,95
816,816,0,6b22c4,1,1,7a,95
817,817,0,6b2454,1,1,7c,95
818,818,0,6b25e4,1,1,7c,95
819,819,0,6b2774,1,1,7e,96
820,820,0,6b2904,1,1,7d,96
821,821,0,6b2a94,1,1,7c,96
822,822,0,6b2c24,1,1,7e,96
823,823,0,6b2db4,1,1,7e,97
824,824,0,6b2f44,1,1,7c,96
825,825,0,6b30d4,1,1,7e,97
826,826,0,6b3264,1,1,7e,97
827,827,0,6b33f4,1,1,7e,98
828,828,0,6b3584,1,1,7e,99
829,829,0,6b3714,1,1,7e,98
830,830,0,6b38a4,1,1,80,9a
831,831,0,6b3a34,1,1,81,9b
832,832,0,6b3bc4,1,1,83,9b
833,833,0,6b3d54,1,1,83,9b
834,834,0,6b3ee4,1,1,85,9d
835,835,0,6b4074,1,1,85,9d
836,836,0,6b4204,1,1,85,9d
837,837,0,6b4394,1,1,85,9d
838,838,0,6b4524,1,1,85,9e
839,839,0,6b46b4,1,0,86,9f
840,840,0,6b4844,1,1,86,9e
841,841,0,6b49d4,1,0,88,a0
842,842,0,6b4b64,1,0,87,a0
843,843,0,6b4cf4,1,0,87,a0
844,844,0,6b4e84,1,0,86,a0
845,845,0,6b5014,1,0,88,a1
846,846,0,6b51a4,1,0,89,a1
847,847,0,6b5334,1,0,88,a1
848,848,0,6b54c4,1,0,88,a1
849,849,0,6b5654,1,0,89,a1
850,850,0,6b57e4,1,0,89,a1
851,851,0,6b5974,1,0,89,a1
852,852,0,6b5b04,1,0,89,a1
853,853,0,6b5c94,1,0,89,a2
854,854,0,6b5e24,1,0,89,a2
855,855,0,6b5fb4,1,0,8c,a5
856,856,0,6b6144,1,0,8b,a5
857,857,0,6b62d4,1,0,8b,a3
858,858,0,6b6464,1,0,8c,a5
859,859,0,6b65f4,1,0,8c,a5
860,860,0,6b6784,1,0,8c,a5
861,861,0,6b6914,1,0,8d,a5
862,862,0,6b6aa4,1,0,8e,a5
863,863,0,6b6c34,1,0,8f,a7
864,864,0,6b6dc4,1,0,8f,a8
865,865,0,6b6f54,1,0,90,a8
866,866,0,6b70e4,1,0,8f,a8
867,867,0,6b7274,1,0,90,a9
868,868,0,6b7404,1,0,91,a9
869,869,0,6b7594,1,0,90,a9
870,870,0,6b7724,1,0,90,a9
871,871,0,6b78b4,1,0,91,a9
872,872,0,6b7a44,1,0,92,aa
873,873,0,6b7bd4,1,0,93,ab
874,874,0,6b7d64,1,0,93,ad
875,875,0,6b7ef4,1,0,92,ab
876,876,0,6b8084,1,0,93,ac
877,877,0,6b8214,1,0,94,ad
878,878,0,6b83a4,1,0,95,ae
879,879,0,6b8534,1,0,93,ad
880,880,0,6b86c4,1,0,95,ae
881,881,0,6b8854,1,0,98,ae
882,882,0,6b89e4,1,0,96,ae
883,883,0,6b8b74,1,0,96,ae
884,884,0,6b8d04,1,0,99,af
885,885,0,6b8e94,1,0,99,b1
886,886,0,6b9024,1,0,99,b1
887,887,0,6b91b4,1,0,99,b1
888,888,0,6b9344,1,0,99,b1
889,889,0,6b94d4,1,0,99,b1
890,890,0,6b9664,1,0,9a,b1
891,891,0,6b97f4,1,0,99,b1
892,892,0,6b9984,1,0,9a,b1
893,893,0,6b9b14,1,0,9b,b4
894,894,0,6b9ca4,1,0,9a,b4
895,895,0,6b9e34,1,0,9c,b4
896,896,0,6b9fc4,1,0,9a,b2
897,897,0,6ba154,1,0,9c,b5
898,898,0,6ba2e4,1,0,9c,b5
899,899,0,6ba474,1,0,9c,b5
900,900,0,6ba604,1,0,9c,b5
901,901,0,6ba794,1,0,9c,b5
902,902,0,6ba924,1,0,9d,b7
903,903,0,6baab4,1,0,9d,b8
904,904,0,6bac44,1,0,9d,b7
905,905,0,6badd3,1,1,04,1c
906,906,0,6baf64,1,0,9d,b8
907,907,0,6bb0f3,1,1,04,1c
908,908,0,6bb283,1,1,05,1d
909,909,0,6bb413,1,1,05,1d
910,910,0,6bb5a3,1,1,05,1d
911,911,0,6bb733,1,1,05,1d
912,912,0,6bb8c3,1,1,05,1d
913,913,0,6bba53,1,1,05,1d
914,914,0,6bbbe3,1,1,05,1d
915,915,0,6bbd73,1,1,05,1d
916,916,0,6bbf03,1,1,06,1e
917,917,0,6bc093,1,1,08,21
918,918,0,6bc223,1,1,08,21
919,919,0,6bc3b3,1,1,06,1e
920,920,0,6bc543,1,1,08,21
921,921,0,6bc6d3,1,1,07,1e
922,922,0,6bc863,1,1,09,21
923,923,0,6bc9f3,1,1,09,21
924,924,0,6bcb83,1,1,08,21
925,925,0,6bcd13,1,1,09,21
926,926,0,6bcea3,1,1,09,21
927,927,0,6bd033,1,1,09,22
928,928,0,6bd1c3,1,1,0b,24
929,929,0,6bd353,1,1,09,23
930,930,0,6bd4e3,1,1,0b,25
931,931,0,6bd673,1,1,0c,25
932,932,0,6bd803,1,1,0c,25
933,933,0,6bd993,1,1,0c,25
934,934,0,6bdb23,1,1,0b,25
935,935,0,6bdcb3,1,1,0d,26
936,936,0,6bde43,1,1,0e,26
937,937,0,6bdfd3,1,1,0d,25
938,938,0,6be163,1,1,0d,25
939,939,0,6be2f3,1,1,0e,29
940,940,0,6be483,1,1,0e,29
941,941,0,6be613,1,1,0e,29
942,942,0,6be7a3,1,1,0e,29
943,943,0,6be933,1,1,10,29
944,944,0,6beac3,1,1,11,29
945,945,0,6bec53,1,1,11,2b
946,946,0,6bede3,1,1,11,29
947,947,0,6bef73,1,1,11,2a
948,948,0,6bf103,1,1,11,2a
949,949,0,6bf293,1,1,12,2c
950,950,0,6bf423,1,1,12,2c
951,951,0,6bf5b3,1,1,12,2c
952,952,0,6bf743,1,1,12,2c
953,953,0,6bf8d3,1,1,12,2d
954,954,0,6bfa63,1,1,15,2e
955,955,0,6bfbf3,1,1,13,2e
956,956,0,6bfd83,1,1,15,2f
957,957,0,6bff13,1,1,15,2e
958,958,0,6c00a3,1,1,15,2f
959,959,0,6c0233,1,1,16,31
960,960,0,6c03c3,1,1,16,30
961,961,0,6c0553,1,1,16,32
962,962,0,6c06e3,1,1,19,32
963,963,0,6c0873,1,1,18,33
964,964,0,6c0a03,1,1,18,32
965,965,0,6c0b93,1,1,18,32
966,966,0,6c0d23,1,1,19,35
967,967,0,6c0eb3,1,1,19,34
968,968,0,6c1043,1,1,19,35
969,969,0,6c11d3,1,1,19,35
970,970,0,6c1363,1,1,19,35
971,971,0,6c14f3,1,1,1a,36
972,972,0,6c1683,1,1,19,35
973,973,0,6c1813,1,1,19,35
974,974,0,6c19a3,1,1,1a,35
975,975,0,6c1b33,1,1,1a,36
976,976,0,6c1cc3,1,1,1d,38
977,977,0,6c1e53,1,1,1d,39
978,978,0,6c1fe3,1,1,1d,39
979,979,0,6c2173,1,1,1e,39
980,980,0,6c2303,1,1,1e,39
981,981,0,6c2493,1,1,1e,3a
982,982,0,6c2623,1,1,1d,39
983,983,0,6c27b3,1,1,21,3b
984,984,0,6c2943,1,1,21,3b
985,985,0,6c2ad3,1,1,21,3b
986,986,0,6c2c63,1,1,21,3a
987,987,0,6c2df3,1,1,21,3c
988,988,0,6c2f83,1,1,22,3d
989,989,0,6c3113,1,1,22,3d
990,990,0,6c32a3,1,1,22,3d
991,991,0,6c3433,1,1,22,3d
992,992,0,6c35c3,1,1,25,3d
993,993,0,6c3753,1,1,25,3e
994,994,0,6c38e3,1,1,25,3e
995,995,0,6c3a73,1,1,25,3f
996,996,0,6c3c03,1,1,25,3e
997,997,0,6c3d93,1,1,25,3f
998,998,0,6c3f23,1,1,26,3f
999,999,0,6c40b3,1,1,26,41
1000,1000,0,6c4243,1,1,26,42
1001,1001,0,6c43d3,1,1,28,42
1002,1002,0,6c4563,1,1,26,42
1003,1003,0,6c46f3,1,1,29,43
1004,1004,0,6c4883,1,1,28,42
1005,1005,0,6c4a13,1,1,29,43
1006,1006,0,6c4ba3,1,1,29,45
1007,1007,0,6c4d33,1,1,29,44
1008,1008,0,6c4ec3,1,1,29,45
1009,1009,0,6c5053,1,1,29,45
1010,1010,0,6c51e3,1,1,29,45
1011,1011,0,6c5373,1,1,29,45
1012,1012,0,6c5503,1,1,2a,45
1013,1013,0,6c5693,1,1,2a,46
1014,1014,0,6c5823,1,1,2b,46
1015,1015,0,6c59b3,1,1,2d,47
1016,1016,0,6c5b43,1,1,2b,46
1017,1017,0,6c5cd3,1,1,2d,49
1018,1018,0,6c5e63,1,1,2d,49
1019,1019,0,6c5ff3,1,1,2d,49
1020,1020,0,6c6183,1,1,2d,49
1021,1021,0,6c6313,1,1,2d,49
1022,1022,0,6c64a3,1,1,2f,49
1023,1023,0,6c6633,1,1,30,4a
