Sample in Buffer,Sample in Window,TRIGGER,ctime400[23:0],tdc_dvalid_1[0:0],tdc_dvalid[1:1],fine_time_0[7:0],fine_time_1[7:0]
5097,5097,0,bf7fe6,1,0,99,a9
5098,5098,0,bf8176,1,0,99,aa
5099,5099,0,bf8306,1,0,9a,aa
5100,5100,0,bf8496,1,0,9a,aa
5101,5101,0,bf8626,1,0,9a,aa
5102,5102,0,bf87b6,1,0,9a,aa
5103,5103,0,bf8946,1,0,9c,ac
5104,5104,0,bf8ad6,1,0,9c,ac
5105,5105,0,bf8c66,1,0,9a,aa
5106,5106,0,bf8df6,1,0,9c,ad
5107,5107,0,bf8f86,1,0,9c,ad
5108,5108,0,bf9116,1,0,9d,ae
5109,5109,0,bf92a6,1,0,9c,ad
5110,5110,0,bf9436,1,0,9c,ad
5111,5111,0,bf95c6,1,0,9d,ad
5112,5112,0,bf9756,1,0,9c,ad
5113,5113,0,bf98e6,1,0,9d,af
5114,5114,0,bf9a76,1,0,9d,ae
5115,5115,0,bf9c06,1,0,9d,ae
5116,5116,0,bf9d96,1,0,9d,ae
5117,5117,0,bf9f26,1,0,9d,b0
5118,5118,0,bfa0b6,1,0,9d,af
5119,5119,0,bfa246,1,0,9d,af
5120,5120,0,bfa3d6,1,0,9d,af
5121,5121,0,bfa565,1,1,04,14
5122,5122,0,bfa6f5,1,1,04,13
5123,5123,0,bfa886,1,0,9e,b1
5124,5124,0,bfaa15,1,1,04,13
5125,5125,0,bfaba5,1,1,05,16
5126,5126,0,bfad35,1,1,05,16
5127,5127,0,bfaec5,1,1,05,16
5128,5128,0,bfb055,1,1,04,15
5129,5129,0,bfb1e5,1,1,05,16
5130,5130,0,bfb375,1,1,05,16
5131,5131,0,bfb505,1,1,05,16
5132,5132,0,bfb695,1,1,05,19
5133,5133,0,bfb825,1,1,05,19
5134,5134,0,bfb9b5,1,1,06,19
5135,5135,0,bfbb45,1,1,05,19
5136,5136,0,bfbcd5,1,1,06,19
5137,5137,0,bfbe65,1,1,06,19
5138,5138,0,bfbff5,1,1,06,19
5139,5139,0,bfc185,1,1,09,19
5140,5140,0,bfc315,1,1,06,19
5141,5141,0,bfc4a5,1,1,09,19
5142,5142,0,bfc635,1,1,09,1a
5143,5143,0,bfc7c5,1,1,09,1a
5144,5144,0,bfc955,1,1,09,1c
5145,5145,0,bfcae5,1,1,09,1a
5146,5146,0,bfcc75,1,1,09,1c
5147,5147,0,bfce05,1,1,09,1c
5148,5148,0,bfcf95,1,1,0a,1d
5149,5149,0,bfd125,1,1,0b,1d
5150,5150,0,bfd2b5,1,1,0a,1d
5151,5151,0,bfd445,1,1,0a,1d
5152,5152,0,bfd5d5,1,1,0a,1d
5153,5153,0,bfd765,1,1,0a,1d
5154,5154,0,bfd8f5,1,1,0d,1d
5155,5155,0,bfda85,1,1,0d,1e
5156,5156,0,bfdc15,1,1,0d,1e
5157,5157,0,bfdda5,1,1,0d,1e
5158,5158,0,bfdf35,1,1,0d,1e
5159,5159,0,bfe0c5,1,1,0e,1e
5160,5160,0,bfe255,1,1,0d,1e
5161,5161,0,bfe3e5,1,1,0e,20
5162,5162,0,bfe575,1,1,0e,21
5163,5163,0,bfe705,1,1,0e,21
5164,5164,0,bfe895,1,1,11,21
5165,5165,0,bfea25,1,1,0e,21
5166,5166,0,bfebb5,1,1,11,22
5167,5167,0,bfed45,1,1,11,21
5168,5168,0,bfeed5,1,1,11,21
5169,5169,0,bff065,1,1,11,21
5170,5170,0,bff1f5,1,1,11,22
5171,5171,0,bff385,1,1,11,22
5172,5172,0,bff515,1,1,13,25
5173,5173,0,bff6a5,1,1,11,22
5174,5174,0,bff835,1,1,12,25
5175,5175,0,bff9c5,1,1,12,25
5176,5176,0,bffb55,1,1,14,25
5177,5177,0,bffce5,1,1,13,25
5178,5178,0,bffe75,1,1,13,25
5179,5179,0,c00005,1,1,12,25
5180,5180,0,c00195,1,1,15,26
5181,5181,0,c00325,1,1,15,26
5182,5182,0,c004b5,1,1,15,26
5183,5183,0,c00645,1,1,15,26
5184,5184,0,c007d5,1,1,15,26
5185,5185,0,c00965,1,1,15,28
5186,5186,0,c00af5,1,1,15,28
5187,5187,0,c00c85,1,1,15,28
5188,5188,0,c00e15,1,1,16,29
5189,5189,0,c00fa5,1,1,16,29
5190,5190,0,c01135,1,1,19,2a
5191,5191,0,c012c5,1,1,16,29
5192,5192,0,c01455,1,1,16,29
5193,5193,0,c015e5,1,1,19,29
5194,5194,0,c01775,1,1,17,29
5195,5195,0,c01905,1,1,19,2a
5196,5196,0,c01a95,1,1,19,29
5197,5197,0,c01c25,1,1,19,2a
5198,5198,0,c01db5,1,1,1a,2c
5199,5199,0,c01f45,1,1,19,2a
5200,5200,0,c020d5,1,1,19,2a
5201,5201,0,c02265,1,1,1a,2a
5202,5202,0,c023f5,1,1,1a,2d
5203,5203,0,c02585,1,1,1a,2d
5204,5204,0,c02715,1,1,19,2a
5205,5205,0,c028a5,1,1,1d,2e
5206,5206,0,c02a35,1,1,1a,2d
5207,5207,0,c02bc5,1,1,1c,2d
5208,5208,0,c02d55,1,1,1d,2e
5209,5209,0,c02ee5,1,1,1d,2e
5210,5210,0,c03075,1,1,1d,2f
5211,5211,0,c03205,1,1,1d,2f
5212,5212,0,c03395,1,1,1d,31
5213,5213,0,c03525,1,1,1d,2f
5214,5214,0,c036b5,1,1,1e,31
5215,5215,0,c03845,1,1,1e,31
5216,5216,0,c039d5,1,1,1e,31
5217,5217,0,c03b65,1,1,1e,31
5218,5218,0,c03cf5,1,1,1e,31
5219,5219,0,c03e85,1,1,21,32
5220,5220,0,c04015,1,1,21,33
5221,5221,0,c041a5,1,1,21,33
5222,5222,0,c04335,1,1,22,35
5223,5223,0,c044c5,1,1,21,35
5224,5224,0,c04655,1,1,25,36
5225,5225,0,c047e5,1,1,22,35
5226,5226,0,c04975,1,1,23,36
5227,5227,0,c04b05,1,1,22,35
5228,5228,0,c04c95,1,1,22,35
5229,5229,0,c04e25,1,1,25,37
5230,5230,0,c04fb5,1,1,25,37
5231,5231,0,c05145,1,1,25,36
5232,5232,0,c052d5,1,1,25,37
5233,5233,0,c05465,1,1,25,39
5234,5234,0,c055f5,1,1,26,39
5235,5235,0,c05785,1,1,25,38
5236,5236,0,c05915,1,1,26,39
5237,5237,0,c05aa5,1,1,26,39
5238,5238,0,c05c35,1,1,26,39
5239,5239,0,c05dc5,1,1,27,39
5240,5240,0,c05f55,1,1,28,39
5241,5241,0,c060e5,1,1,27,39
5242,5242,0,c06275,1,1,29,3a
5243,5243,0,c06405,1,1,29,3a
5244,5244,0,c06595,1,1,28,3a
5245,5245,0,c06725,1,1,29,3a
5246,5246,0,c068b5,1,1,29,3a
5247,5247,0,c06a45,1,1,29,3c
5248,5248,0,c06bd5,1,1,29,3d
5249,5249,0,c06d65,1,1,29,3b
5250,5250,0,c06ef5,1,1,29,3d
5251,5251,0,c07085,1,1,2b,3d
5252,5252,0,c07215,1,1,2b,3e
5253,5253,0,c073a5,1,1,2c,3f
5254,5254,0,c07535,1,1,2b,3d
5255,5255,0,c076c5,1,1,2b,3d
5256,5256,0,c07855,1,1,2c,3f
5257,5257,0,c079e5,1,1,2b,3f
5258,5258,0,c07b75,1,1,2d,3f
5259,5259,0,c07d05,1,1,2e,41
5260,5260,0,c07e95,1,1,2c,3f
5261,5261,0,c08025,1,1,2e,41
5262,5262,0,c081b5,1,1,30,43
5263,5263,0,c08345,1,1,2e,41
5264,5264,0,c084d5,1,1,30,42
5265,5265,0,c08665,1,1,30,42
5266,5266,0,c087f5,1,1,30,42
5267,5267,0,c08985,1,1,2e,42
5268,5268,0,c08b15,1,1,31,44
5269,5269,0,c08ca5,1,1,31,43
5270,5270,0,c08e35,1,1,31,44
5271,5271,0,c08fc5,1,1,31,44
5272,5272,0,c09155,1,1,31,43
5273,5273,0,c092e5,1,1,33,44
5274,5274,0,c09475,1,1,34,45
5275,5275,0,c09605,1,1,33,45
5276,5276,0,c09795,1,1,33,45
5277,5277,0,c09925,1,1,33,44
5278,5278,0,c09ab5,1,1,33,45
5279,5279,0,c09c45,1,1,35,46
5280,5280,0,c09dd5,1,1,36,46
5281,5281,0,c09f65,1,1,36,46
5282,5282,0,c0a0f5,1,1,36,46
5283,5283,0,c0a285,1,1,35,46
5284,5284,0,c0a415,1,1,38,48
5285,5285,0,c0a5a5,1,1,36,46
5286,5286,0,c0a735,1,1,38,49
5287,5287,0,c0a8c5,1,1,38,48
5288,5288,0,c0aa55,1,1,38,48
5289,5289,0,c0abe5,1,1,38,49
5290,5290,0,c0ad75,1,1,39,4c
5291,5291,0,c0af05,1,1,38,49
5292,5292,0,c0b095,1,1,39,4c
5293,5293,0,c0b225,1,1,39,4d
5294,5294,0,c0b3b5,1,1,39,4d
5295,5295,0,c0b545,1,1,39,4d
5296,5296,0,c0b6d5,1,1,3a,4d
5297,5297,0,c0b865,1,1,3a,4d
5298,5298,0,c0b9f5,1,1,39,4d
5299,5299,0,c0bb85,1,1,3d,4f
5300,5300,0,c0bd15,1,1,3b,4e
5301,5301,0,c0bea5,1,1,3a,4e
5302,5302,0,c0c035,1,1,3a,4d
5303,5303,0,c0c1c5,1,1,3d,50
5304,5304,0,c0c355,1,1,3d,50
5305,5305,0,c0c4e5,1,1,3d,50
5306,5306,0,c0c675,1,1,3d,4f
5307,5307,0,c0c805,1,1,3d,50
5308,5308,0,c0c995,1,1,3e,51
5309,5309,0,c0cb25,1,1,3d,51
5310,5310,0,c0ccb5,1,1,3e,51
5311,5311,0,c0ce45,1,1,40,52
5312,5312,0,c0cfd5,1,1,40,52
5313,5313,0,c0d165,1,1,3f,52
5314,5314,0,c0d2f5,1,1,41,52
5315,5315,0,c0d485,1,1,41,52
5316,5316,0,c0d615,1,1,3e,52
5317,5317,0,c0d7a5,1,1,42,55
5318,5318,0,c0d935,1,1,41,55
5319,5319,0,c0dac5,1,1,41,55
5320,5320,0,c0dc55,1,1,42,55
5321,5321,0,c0dde5,1,1,42,55
5322,5322,0,c0df75,1,1,42,55
5323,5323,0,c0e105,1,1,42,55
5324,5324,0,c0e295,1,1,45,56
5325,5325,0,c0e425,1,1,44,55
5326,5326,0,c0e5b5,1,1,45,56
5327,5327,0,c0e745,1,1,45,56
5328,5328,0,c0e8d5,1,1,44,55
5329,5329,0,c0ea65,1,1,45,56
5330,5330,0,c0ebf5,1,1,45,57
5331,5331,0,c0ed85,1,1,45,56
5332,5332,0,c0ef15,1,1,45,58
5333,5333,0,c0f0a5,1,1,45,59
5334,5334,0,c0f235,1,1,45,59
5335,5335,0,c0f3c5,1,1,45,59
5336,5336,0,c0f555,1,1,45,59
5337,5337,0,c0f6e5,1,1,46,59
5338,5338,0,c0f875,1,1,46,59
5339,5339,0,c0fa05,1,1,48,5a
5340,5340,0,c0fb95,1,1,49,5a
5341,5341,0,c0fd25,1,1,49,5a
5342,5342,0,c0feb5,1,1,49,5b
5343,5343,0,c10045,1,1,49,5c
5344,5344,0,c101d5,1,1,49,5b
5345,5345,0,c10365,1,1,4a,5d
5346,5346,0,c104f5,1,1,49,5d
5347,5347,0,c10685,1,1,4c,5e
5348,5348,0,c10815,1,1,4b,5d
5349,5349,0,c109a5,1,1,4a,5d
5350,5350,0,c10b35,1,1,4a,5d
5351,5351,0,c10cc5,1,1,4c,5e
5352,5352,0,c10e55,1,1,4c,5e
5353,5353,0,c10fe5,1,1,4c,5e
5354,5354,0,c11175,1,1,4c,5e
5355,5355,0,c11305,1,1,4d,5f
5356,5356,0,c11495,1,1,4e,61
5357,5357,0,c11625,1,1,4e,61
5358,5358,0,c117b5,1,1,4e,61
5359,5359,0,c11945,1,1,4e,61
5360,5360,0,c11ad5,1,1,4f,61
5361,5361,0,c11c65,1,1,4e,61
5362,5362,0,c11df5,1,1,51,61
5363,5363,0,c11f85,1,1,51,62
5364,5364,0,c12115,1,1,51,61
5365,5365,0,c122a5,1,1,51,62
5366,5366,0,c12435,1,1,51,62
5367,5367,0,c125c5,1,1,51,62
5368,5368,0,c12755,1,1,51,62
5369,5369,0,c128e5,1,1,51,62
5370,5370,0,c12a75,1,1,52,63
5371,5371,0,c12c05,1,1,52,62
5372,5372,0,c12d95,1,1,54,64
5373,5373,0,c12f25,1,1,52,63
5374,5374,0,c130b5,1,1,54,64
5375,5375,0,c13245,1,1,55,65
5376,5376,0,c133d5,1,1,55,65
5377,5377,0,c13565,1,1,55,65
5378,5378,0,c136f5,1,1,56,65
5379,5379,0,c13885,1,1,56,65
5380,5380,0,c13a15,1,1,56,66
5381,5381,0,c13ba5,1,1,56,65
5382,5382,0,c13d35,1,1,56,65
5383,5383,0,c13ec5,1,1,55,65
5384,5384,0,c14055,1,1,58,67
5385,5385,0,c141e5,1,1,56,66
5386,5386,0,c14375,1,1,56,65
5387,5387,0,c14505,1,1,56,66
5388,5388,0,c14695,1,1,5a,6a
5389,5389,0,c14825,1,1,59,69
5390,5390,0,c149b5,1,1,5a,69
5391,5391,0,c14b45,1,1,5a,69
5392,5392,0,c14cd5,1,1,59,69
5393,5393,0,c14e65,1,1,59,69
5394,5394,0,c14ff5,1,1,5a,6a
5395,5395,0,c15185,1,1,5a,69
5396,5396,0,c15315,1,1,5a,69
5397,5397,0,c154a5,1,1,5a,69
5398,5398,0,c15635,1,1,5a,6a
5399,5399,0,c157c5,1,1,5c,6b
5400,5400,0,c15955,1,1,5c,6d
5401,5401,0,c15ae5,1,1,5c,6d
5402,5402,0,c15c75,1,1,5c,6d
5403,5403,0,c15e05,1,1,5d,6d
5404,5404,0,c15f95,1,1,5d,6d
5405,5405,0,c16125,1,1,5d,6d
5406,5406,0,c162b5,1,1,5e,70
5407,5407,0,c16445,1,1,5d,6d
5408,5408,0,c165d5,1,1,5d,6d
5409,5409,0,c16765,1,1,5d,6e
5410,5410,0,c168f5,1,1,5e,71
5411,5411,0,c16a85,1,1,5e,6f
5412,5412,0,c16c15,1,1,5d,6e
5413,5413,0,c16da5,1,1,5e,6e
5414,5414,0,c16f35,1,1,5f,71
5415,5415,0,c170c5,1,1,5e,6f
5416,5416,0,c17255,1,1,60,71
5417,5417,0,c173e5,1,1,60,71
5418,5418,0,c17575,1,1,60,71
5419,5419,0,c17705,1,1,60,71
5420,5420,0,c17895,1,1,60,71
5421,5421,0,c17a25,1,1,60,71
5422,5422,0,c17bb5,1,1,62,75
5423,5423,0,c17d45,1,1,61,72
5424,5424,0,c17ed5,1,1,61,72
5425,5425,0,c18065,1,1,61,74
5426,5426,0,c181f5,1,1,61,74
5427,5427,0,c18385,1,1,62,75
5428,5428,0,c18515,1,1,62,75
5429,5429,0,c186a5,1,1,62,76
5430,5430,0,c18835,1,1,62,75
5431,5431,0,c189c5,1,1,62,74
5432,5432,0,c18b55,1,1,63,76
5433,5433,0,c18ce5,1,1,64,77
5434,5434,0,c18e75,1,1,64,78
5435,5435,0,c19005,1,1,64,76
5436,5436,0,c19195,1,1,64,76
5437,5437,0,c19325,1,1,64,78
5438,5438,0,c194b5,1,1,65,79
5439,5439,0,c19645,1,1,64,79
5440,5440,0,c197d5,1,1,65,79
5441,5441,0,c19965,1,1,66,7a
5442,5442,0,c19af5,1,1,65,7a
5443,5443,0,c19c85,1,1,66,7a
5444,5444,0,c19e15,1,1,66,7a
5445,5445,0,c19fa5,1,1,66,7b
5446,5446,0,c1a135,1,1,66,7a
5447,5447,0,c1a2c5,1,1,66,7b
5448,5448,0,c1a455,1,1,67,7d
5449,5449,0,c1a5e5,1,1,66,7b
5450,5450,0,c1a775,1,1,67,7d
5451,5451,0,c1a905,1,1,67,7d
5452,5452,0,c1aa95,1,1,67,7d
5453,5453,0,c1ac25,1,1,6a,7d
5454,5454,0,c1adb5,1,1,69,7d
5455,5455,0,c1af45,1,1,68,7d
5456,5456,0,c1b0d5,1,1,6a,7d
5457,5457,0,c1b265,1,1,6a,7e
5458,5458,0,c1b3f5,1,1,6a,7e
5459,5459,0,c1b585,1,1,6b,7e
5460,5460,0,c1b715,1,1,6c,7f
5461,5461,0,c1b8a5,1,1,6c,80
5462,5462,0,c1ba35,1,1,6d,80
5463,5463,0,c1bbc5,1,1,6d,80
5464,5464,0,c1bd55,1,1,6d,80
5465,5465,0,c1bee5,1,1,6d,81
5466,5466,0,c1c075,1,1,6e,82
5467,5467,0,c1c205,1,1,6d,81
5468,5468,0,c1c395,1,1,6e,82
5469,5469,0,c1c525,1,1,6e,82
5470,5470,0,c1c6b5,1,1,6f,82
5471,5471,0,c1c845,1,1,70,83
5472,5472,0,c1c9d5,1,1,6f,82
5473,5473,0,c1cb65,1,1,70,83
5474,5474,0,c1ccf5,1,1,6f,82
5475,5475,0,c1ce85,1,1,70,83
5476,5476,0,c1d015,1,1,71,84
5477,5477,0,c1d1a5,1,1,71,84
5478,5478,0,c1d335,1,1,70,84
5479,5479,0,c1d4c5,1,1,72,85
5480,5480,0,c1d655,1,1,72,85
5481,5481,0,c1d7e5,1,1,71,85
5482,5482,0,c1d975,1,1,72,85
5483,5483,0,c1db05,1,1,75,86
5484,5484,0,c1dc95,1,1,75,88
5485,5485,0,c1de25,1,1,75,86
5486,5486,0,c1dfb5,1,1,75,87
5487,5487,0,c1e145,1,1,76,88
5488,5488,0,c1e2d5,1,1,75,86
5489,5489,0,c1e465,1,1,76,88
5490,5490,0,c1e5f5,1,1,77,88
5491,5491,0,c1e785,1,1,75,86
5492,5492,0,c1e915,1,1,76,88
5493,5493,0,c1eaa5,1,1,76,88
5494,5494,0,c1ec35,1,1,77,88
5495,5495,0,c1edc5,1,1,77,88
5496,5496,0,c1ef55,1,1,78,88
5497,5497,0,c1f0e5,1,1,79,89
5498,5498,0,c1f275,1,1,79,89
5499,5499,0,c1f405,1,1,79,89
5500,5500,0,c1f595,1,1,79,89
5501,5501,0,c1f725,1,1,79,89
5502,5502,0,c1f8b5,1,1,79,89
5503,5503,0,c1fa45,1,1,79,89
5504,5504,0,c1fbd5,1,1,7a,8b
5505,5505,0,c1fd65,1,1,7a,8b
5506,5506,0,c1fef5,1,1,7a,8a
5507,5507,0,c20085,1,1,7a,8a
5508,5508,0,c20215,1,1,7d,8d
5509,5509,0,c203a5,1,1,7d,8d
5510,5510,0,c20535,1,1,7a,8b
5511,5511,0,c206c5,1,1,7b,8c
5512,5512,0,c20855,1,1,7d,8e
5513,5513,0,c209e5,1,1,7d,8e
5514,5514,0,c20b75,1,1,7d,8d
5515,5515,0,c20d05,1,1,7d,8d
5516,5516,0,c20e95,1,1,7d,8e
5517,5517,0,c21025,1,1,7e,8f
5518,5518,0,c211b5,1,1,7d,8e
5519,5519,0,c21345,1,1,7d,8e
5520,5520,0,c214d5,1,1,7f,90
5521,5521,0,c21665,1,1,7f,90
5522,5522,0,c217f5,1,1,82,91
5523,5523,0,c21985,1,1,80,91
5524,5524,0,c21b15,1,1,82,91
5525,5525,0,c21ca5,1,1,82,91
5526,5526,0,c21e35,1,1,83,92
5527,5527,0,c21fc5,1,1,82,92
5528,5528,0,c22155,1,1,82,91
5529,5529,0,c222e5,1,1,82,92
5530,5530,0,c22475,1,1,83,92
5531,5531,0,c22605,1,1,83,92
5532,5532,0,c22795,1,1,85,95
5533,5533,0,c22925,1,1,85,92
5534,5534,0,c22ab5,1,1,85,95
5535,5535,0,c22c45,1,1,85,92
5536,5536,0,c22dd5,1,1,85,95
5537,5537,0,c22f65,1,1,86,95
5538,5538,0,c230f5,1,1,86,95
5539,5539,0,c23285,1,1,86,95
5540,5540,0,c23415,1,1,86,96
5541,5541,0,c235a5,1,1,86,96
5542,5542,0,c23735,1,1,86,96
5543,5543,0,c238c5,1,1,86,96
5544,5544,0,c23a55,1,1,88,96
5545,5545,0,c23be5,1,1,88,99
5546,5546,0,c23d75,1,1,88,99
5547,5547,0,c23f05,1,1,89,9a
5548,5548,0,c24095,1,1,88,99
5549,5549,0,c24225,1,1,89,9a
5550,5550,0,c243b5,1,1,89,9a
5551,5551,0,c24545,1,1,89,9a
5552,5552,0,c246d5,1,1,89,9a
5553,5553,0,c24865,1,1,8a,9d
5554,5554,0,c249f5,1,1,89,9d
5555,5555,0,c24b85,1,1,8a,9d
5556,5556,0,c24d15,1,1,8a,9d
5557,5557,0,c24ea5,1,1,89,9d
5558,5558,0,c25035,1,1,8c,9e
5559,5559,0,c251c5,1,1,8c,9d
5560,5560,0,c25355,1,1,8c,9d
5561,5561,0,c254e5,1,1,8b,9d
5562,5562,0,c25675,1,1,8d,9d
5563,5563,0,c25805,1,1,8d,9d
5564,5564,0,c25995,1,1,8c,9d
5565,5565,0,c25b25,1,0,8f,9e
5566,5566,0,c25cb5,1,0,8e,9e
5567,5567,0,c25e45,1,1,8d,9e
5568,5568,0,c25fd5,1,1,8f,9e
5569,5569,0,c26165,1,0,8f,9e
5570,5570,0,c262f5,1,0,91,a1
5571,5571,0,c26485,1,0,8f,9e
5572,5572,0,c26615,1,0,92,a1
5573,5573,0,c267a5,1,0,8f,a1
5574,5574,0,c26935,1,0,91,a1
5575,5575,0,c26ac5,1,0,91,a1
5576,5576,0,c26c55,1,0,91,a1
5577,5577,0,c26de5,1,0,92,a2
5578,5578,0,c26f75,1,0,95,a2
5579,5579,0,c27105,1,0,92,a1
5580,5580,0,c27295,1,0,93,a2
5581,5581,0,c27425,1,0,93,a2
5582,5582,0,c275b5,1,0,95,a2
5583,5583,0,c27745,1,0,95,a2
5584,5584,0,c278d5,1,0,95,a5
5585,5585,0,c27a65,1,0,96,a5
5586,5586,0,c27bf5,1,0,96,a5
5587,5587,0,c27d85,1,0,96,a5
5588,5588,0,c27f15,1,0,96,a5
5589,5589,0,c280a5,1,0,96,a5
5590,5590,0,c28235,1,0,96,a6
5591,5591,0,c283c5,1,0,96,a5
5592,5592,0,c28555,1,0,98,a6
5593,5593,0,c286e5,1,0,97,a6
5594,5594,0,c28875,1,0,99,a7
5595,5595,0,c28a05,1,0,98,a7
5596,5596,0,c28b95,1,0,99,a8
5597,5597,0,c28d25,1,0,99,a7
5598,5598,0,c28eb5,1,0,99,a7
5599,5599,0,c29045,1,0,99,a7
5600,5600,0,c291d5,1,0,99,a9
5601,5601,0,c29365,1,0,9a,aa
5602,5602,0,c294f5,1,0,9a,aa
5603,5603,0,c29685,1,0,9a,aa
5604,5604,0,c29815,1,0,9a,aa
5605,5605,0,c299a5,1,0,9a,aa
5606,5606,0,c29b35,1,0,9a,aa
5607,5607,0,c29cc5,1,0,9a,aa
5608,5608,0,c29e55,1,0,9c,ac
5609,5609,0,c29fe5,1,0,9a,aa
5610,5610,0,c2a175,1,0,9c,ad
5611,5611,0,c2a305,1,0,9c,ad
5612,5612,0,c2a495,1,0,9c,ac
5613,5613,0,c2a625,1,0,9a,aa
5614,5614,0,c2a7b5,1,0,9d,ae
5615,5615,0,c2a945,1,0,9c,ad
5616,5616,0,c2aad5,1,0,9d,ae
5617,5617,0,c2ac65,1,0,9d,ae
5618,5618,0,c2adf5,1,0,9d,ae
5619,5619,0,c2af85,1,0,9d,ad
5620,5620,0,c2b115,1,0,9d,af
5621,5621,0,c2b2a5,1,0,9d,af
5622,5622,0,c2b435,1,0,9d,ae
5623,5623,0,c2b5c5,1,0,9d,ae
5624,5624,0,c2b755,1,0,9d,b0
5625,5625,0,c2b8e4,1,1,04,13
5626,5626,0,c2ba74,1,1,04,13
5627,5627,0,c2bc05,1,0,9d,af
5628,5628,0,c2bd94,1,1,04,14
5629,5629,0,c2bf24,1,1,04,13
5630,5630,0,c2c0b4,1,1,04,15
5631,5631,0,c2c244,1,1,04,15
5632,5632,0,c2c3d4,1,1,05,15
5633,5633,0,c2c564,1,1,05,16
5634,5634,0,c2c6f4,1,1,05,16
5635,5635,0,c2c884,1,1,05,19
5636,5636,0,c2ca14,1,1,05,16
5637,5637,0,c2cba4,1,1,05,16
5638,5638,0,c2cd34,1,1,05,19
5639,5639,0,c2cec4,1,1,05,19
5640,5640,0,c2d054,1,1,06,19
5641,5641,0,c2d1e4,1,1,06,19
5642,5642,0,c2d374,1,1,06,19
5643,5643,0,c2d504,1,1,09,1a
5644,5644,0,c2d694,1,1,09,1a
5645,5645,0,c2d824,1,1,09,1a
5646,5646,0,c2d9b4,1,1,07,19
5647,5647,0,c2db44,1,1,09,1a
5648,5648,0,c2dcd4,1,1,09,1c
5649,5649,0,c2de64,1,1,09,1a
5650,5650,0,c2dff4,1,1,09,1a
5651,5651,0,c2e184,1,1,0a,1d
5652,5652,0,c2e314,1,1,09,1a
5653,5653,0,c2e4a4,1,1,0a,1d
5654,5654,0,c2e634,1,1,0a,1d
5655,5655,0,c2e7c4,1,1,0c,1d
5656,5656,0,c2e954,1,1,0d,1e
5657,5657,0,c2eae4,1,1,0d,1d
5658,5658,0,c2ec74,1,1,0a,1d
5659,5659,0,c2ee04,1,1,0d,1d
5660,5660,0,c2ef94,1,1,0d,1e
5661,5661,0,c2f124,1,1,0d,1e
5662,5662,0,c2f2b4,1,1,0e,1f
5663,5663,0,c2f444,1,1,0d,1e
5664,5664,0,c2f5d4,1,1,0e,21
5665,5665,0,c2f764,1,1,0e,20
5666,5666,0,c2f8f4,1,1,0e,20
5667,5667,0,c2fa84,1,1,0f,21
5668,5668,0,c2fc14,1,1,0f,21
5669,5669,0,c2fda4,1,1,11,22
5670,5670,0,c2ff34,1,1,11,21
5671,5671,0,c300c4,1,1,0f,21
5672,5672,0,c30254,1,1,11,22
5673,5673,0,c303e4,1,1,11,24
5674,5674,0,c30574,1,1,11,23
5675,5675,0,c30704,1,1,12,23
5676,5676,0,c30894,1,1,11,22
5677,5677,0,c30a24,1,1,12,25
5678,5678,0,c30bb4,1,1,12,24
5679,5679,0,c30d44,1,1,12,25
5680,5680,0,c30ed4,1,1,14,25
5681,5681,0,c31064,1,1,12,25
5682,5682,0,c311f4,1,1,15,26
5683,5683,0,c31384,1,1,13,25
5684,5684,0,c31514,1,1,15,26
5685,5685,0,c316a4,1,1,15,26
5686,5686,0,c31834,1,1,15,26
5687,5687,0,c319c4,1,1,15,28
5688,5688,0,c31b54,1,1,15,26
5689,5689,0,c31ce4,1,1,15,28
5690,5690,0,c31e74,1,1,16,29
5691,5691,0,c32004,1,1,16,29
5692,5692,0,c32194,1,1,16,29
5693,5693,0,c32324,1,1,15,28
5694,5694,0,c324b4,1,1,16,29
5695,5695,0,c32644,1,1,16,29
5696,5696,0,c327d4,1,1,19,2a
5697,5697,0,c32964,1,1,19,2a
5698,5698,0,c32af4,1,1,19,2a
5699,5699,0,c32c84,1,1,19,2a
5700,5700,0,c32e14,1,1,19,2a
5701,5701,0,c32fa4,1,1,19,2a
5702,5702,0,c33134,1,1,1d,2d
5703,5703,0,c332c4,1,1,19,2a
5704,5704,0,c33454,1,1,1c,2d
5705,5705,0,c335e4,1,1,1a,2d
5706,5706,0,c33774,1,1,1a,2d
5707,5707,0,c33904,1,1,1d,2d
5708,5708,0,c33a94,1,1,1d,2e
5709,5709,0,c33c24,1,1,1c,2d
5710,5710,0,c33db4,1,1,1d,2f
5711,5711,0,c33f44,1,1,1d,2e
5712,5712,0,c340d4,1,1,1d,2e
5713,5713,0,c34264,1,1,1e,31
5714,5714,0,c343f4,1,1,1e,31
5715,5715,0,c34584,1,1,1e,31
5716,5716,0,c34714,1,1,1d,31
5717,5717,0,c348a4,1,1,1e,31
5718,5718,0,c34a34,1,1,1f,31
5719,5719,0,c34bc4,1,1,1d,31
5720,5720,0,c34d54,1,1,20,31
5721,5721,0,c34ee4,1,1,21,33
5722,5722,0,c35074,1,1,21,33
5723,5723,0,c35204,1,1,22,35
5724,5724,0,c35394,1,1,22,35
5725,5725,0,c35524,1,1,22,35
5726,5726,0,c356b4,1,1,22,35
5727,5727,0,c35844,1,1,22,35
5728,5728,0,c359d4,1,1,22,35
5729,5729,0,c35b64,1,1,25,36
