Sample in Buffer,Sample in Window,TRIGGER,ctime400[23:0],tdc_dvalid_1[0:0],tdc_dvalid[1:1],fine_time_0[7:0],fine_time_1[7:0]
1639,1639,0,1c0c8c,1,1,12,25
1640,1640,0,1c0e1c,1,1,15,26
1641,1641,0,1c0fac,1,1,15,26
1642,1642,0,1c113c,1,1,15,26
1643,1643,0,1c12cc,1,1,13,25
1644,1644,0,1c145c,1,1,15,26
1645,1645,0,1c15ec,1,1,15,26
1646,1646,0,1c177c,1,1,15,26
1647,1647,0,1c190c,1,1,15,26
1648,1648,0,1c1a9c,1,1,16,29
1649,1649,0,1c1c2c,1,1,16,29
1650,1650,0,1c1dbc,1,1,16,29
1651,1651,0,1c1f4c,1,1,16,29
1652,1652,0,1c20dc,1,1,18,2a
1653,1653,0,1c226c,1,1,16,29
1654,1654,0,1c23fc,1,1,19,2a
1655,1655,0,1c258c,1,1,19,29
1656,1656,0,1c271c,1,1,19,2a
1657,1657,0,1c28ac,1,1,1a,2b
1658,1658,0,1c2a3c,1,1,19,2a
1659,1659,0,1c2bcc,1,1,19,2a
1660,1660,0,1c2d5c,1,1,19,2a
1661,1661,0,1c2eec,1,1,1a,2d
1662,1662,0,1c307c,1,1,1a,2d
1663,1663,0,1c320c,1,1,1a,2d
1664,1664,0,1c339c,1,1,1a,2d
1665,1665,0,1c352c,1,1,1d,2e
1666,1666,0,1c36bc,1,1,1d,2e
1667,1667,0,1c384c,1,1,1d,2e
1668,1668,0,1c39dc,1,1,1d,2e
1669,1669,0,1c3b6c,1,1,1d,2e
1670,1670,0,1c3cfc,1,1,1d,2f
1671,1671,0,1c3e8c,1,1,1e,31
1672,1672,0,1c401c,1,1,1d,2e
1673,1673,0,1c41ac,1,1,1e,31
1674,1674,0,1c433c,1,1,21,32
1675,1675,0,1c44cc,1,1,1e,31
1676,1676,0,1c465c,1,1,1e,31
1677,1677,0,1c47ec,1,1,1f,31
1678,1678,0,1c497c,1,1,1e,31
1679,1679,0,1c4b0c,1,1,1e,31
1680,1680,0,1c4c9c,1,1,21,32
1681,1681,0,1c4e2c,1,1,22,35
1682,1682,0,1c4fbc,1,1,22,35
1683,1683,0,1c514c,1,1,22,35
1684,1684,0,1c52dc,1,1,22,34
1685,1685,0,1c546c,1,1,21,34
1686,1686,0,1c55fc,1,1,22,35
1687,1687,0,1c578c,1,1,22,35
1688,1688,0,1c591c,1,1,23,36
1689,1689,0,1c5aac,1,1,25,37
1690,1690,0,1c5c3c,1,1,22,35
1691,1691,0,1c5dcc,1,1,25,37
1692,1692,0,1c5f5c,1,1,25,36
1693,1693,0,1c60ec,1,1,25,38
1694,1694,0,1c627c,1,1,25,38
1695,1695,0,1c640c,1,1,26,39
1696,1696,0,1c659c,1,1,25,38
1697,1697,0,1c672c,1,1,25,38
1698,1698,0,1c68bc,1,1,25,38
1699,1699,0,1c6a4c,1,1,26,39
1700,1700,0,1c6bdc,1,1,26,39
1701,1701,0,1c6d6c,1,1,27,39
1702,1702,0,1c6efc,1,1,26,39
1703,1703,0,1c708c,1,1,27,39
1704,1704,0,1c721c,1,1,29,3a
1705,1705,0,1c73ac,1,1,27,39
1706,1706,0,1c753c,1,1,29,3a
1707,1707,0,1c76cc,1,1,29,3a
1708,1708,0,1c785c,1,1,29,3b
1709,1709,0,1c79ec,1,1,29,3d
1710,1710,0,1c7b7c,1,1,29,3c
1711,1711,0,1c7d0c,1,1,2b,3d
1712,1712,0,1c7e9c,1,1,29,3c
1713,1713,0,1c802c,1,1,29,3d
1714,1714,0,1c81bc,1,1,2b,3e
1715,1715,0,1c834c,1,1,2b,3d
1716,1716,0,1c84dc,1,1,2b,3e
1717,1717,0,1c866c,1,1,2c,3f
1718,1718,0,1c87fc,1,1,2c,3f
1719,1719,0,1c898c,1,1,2c,3e
1720,1720,0,1c8b1c,1,1,30,42
1721,1721,0,1c8cac,1,1,2e,41
1722,1722,0,1c8e3c,1,1,2c,3f
1723,1723,0,1c8fcc,1,1,2e,42
1724,1724,0,1c915c,1,1,2e,41
1725,1725,0,1c92ec,1,1,2e,41
1726,1726,0,1c947c,1,1,31,43
1727,1727,0,1c960c,1,1,31,43
1728,1728,0,1c979c,1,1,2e,42
1729,1729,0,1c992c,1,1,31,43
1730,1730,0,1c9abc,1,1,31,43
1731,1731,0,1c9c4c,1,1,31,44
1732,1732,0,1c9ddc,1,1,31,43
1733,1733,0,1c9f6c,1,1,32,44
1734,1734,0,1ca0fc,1,1,31,44
1735,1735,0,1ca28c,1,1,33,45
1736,1736,0,1ca41c,1,1,33,44
1737,1737,0,1ca5ac,1,1,32,44
1738,1738,0,1ca73c,1,1,35,45
1739,1739,0,1ca8cc,1,1,33,44
1740,1740,0,1caa5c,1,1,35,45
1741,1741,0,1cabec,1,1,35,45
1742,1742,0,1cad7c,1,1,36,46
1743,1743,0,1caf0c,1,1,35,46
1744,1744,0,1cb09c,1,1,38,47
1745,1745,0,1cb22c,1,1,38,48
1746,1746,0,1cb3bc,1,1,38,48
1747,1747,0,1cb54c,1,1,38,48
1748,1748,0,1cb6dc,1,1,38,48
1749,1749,0,1cb86c,1,1,37,47
1750,1750,0,1cb9fc,1,1,38,49
1751,1751,0,1cbb8c,1,1,38,4a
1752,1752,0,1cbd1c,1,1,38,48
1753,1753,0,1cbeac,1,1,38,49
1754,1754,0,1cc03c,1,1,39,4c
1755,1755,0,1cc1cc,1,1,39,4b
1756,1756,0,1cc35c,1,1,39,4d
1757,1757,0,1cc4ec,1,1,39,4d
1758,1758,0,1cc67c,1,1,3a,4d
1759,1759,0,1cc80c,1,1,3a,4d
1760,1760,0,1cc99c,1,1,3a,4d
1761,1761,0,1ccb2c,1,1,3a,4d
1762,1762,0,1cccbc,1,1,3a,4d
1763,1763,0,1cce4c,1,1,3a,4e
1764,1764,0,1ccfdc,1,1,3a,4d
1765,1765,0,1cd16c,1,1,3d,4f
1766,1766,0,1cd2fc,1,1,3d,4f
1767,1767,0,1cd48c,1,1,3d,4e
1768,1768,0,1cd61c,1,1,3d,50
1769,1769,0,1cd7ac,1,1,3d,50
1770,1770,0,1cd93c,1,1,3d,51
1771,1771,0,1cdacc,1,1,3d,51
1772,1772,0,1cdc5c,1,1,3d,51
1773,1773,0,1cddec,1,1,3e,52
1774,1774,0,1cdf7c,1,1,3e,52
1775,1775,0,1ce10c,1,1,41,53
1776,1776,0,1ce29c,1,1,3f,52
1777,1777,0,1ce42c,1,1,3f,52
1778,1778,0,1ce5bc,1,1,41,55
1779,1779,0,1ce74c,1,1,42,55
1780,1780,0,1ce8dc,1,1,41,52
1781,1781,0,1cea6c,1,1,42,55
1782,1782,0,1cebfc,1,1,41,55
1783,1783,0,1ced8c,1,1,43,55
1784,1784,0,1cef1c,1,1,42,55
1785,1785,0,1cf0ac,1,1,44,55
1786,1786,0,1cf23c,1,1,45,56
1787,1787,0,1cf3cc,1,1,45,56
1788,1788,0,1cf55c,1,1,45,56
1789,1789,0,1cf6ec,1,1,45,56
1790,1790,0,1cf87c,1,1,44,56
1791,1791,0,1cfa0c,1,1,45,59
1792,1792,0,1cfb9c,1,1,45,59
1793,1793,0,1cfd2c,1,1,46,59
1794,1794,0,1cfebc,1,1,45,59
1795,1795,0,1d004c,1,1,46,59
1796,1796,0,1d01dc,1,1,46,59
1797,1797,0,1d036c,1,1,48,5a
1798,1798,0,1d04fc,1,1,49,5a
1799,1799,0,1d068c,1,1,46,59
1800,1800,0,1d081c,1,1,49,5a
1801,1801,0,1d09ac,1,1,49,5a
1802,1802,0,1d0b3c,1,1,49,5a
1803,1803,0,1d0ccc,1,1,49,5a
1804,1804,0,1d0e5c,1,1,49,5d
1805,1805,0,1d0fec,1,1,48,5a
1806,1806,0,1d117c,1,1,49,5b
1807,1807,0,1d130c,1,1,49,5d
1808,1808,0,1d149c,1,1,4a,5d
1809,1809,0,1d162c,1,1,4a,5d
1810,1810,0,1d17bc,1,1,4a,5d
1811,1811,0,1d194c,1,1,4a,5d
1812,1812,0,1d1adc,1,1,4c,5e
1813,1813,0,1d1c6c,1,1,4b,5d
1814,1814,0,1d1dfc,1,1,4c,5e
1815,1815,0,1d1f8c,1,1,4d,5e
1816,1816,0,1d211c,1,1,4e,61
1817,1817,0,1d22ac,1,1,4e,61
1818,1818,0,1d243c,1,1,4e,61
1819,1819,0,1d25cc,1,1,4d,61
1820,1820,0,1d275c,1,1,4e,61
1821,1821,0,1d28ec,1,1,4e,61
1822,1822,0,1d2a7c,1,1,4e,61
1823,1823,0,1d2c0c,1,1,4e,61
1824,1824,0,1d2d9c,1,1,4e,61
1825,1825,0,1d2f2c,1,1,51,61
1826,1826,0,1d30bc,1,1,51,62
1827,1827,0,1d324c,1,1,51,61
1828,1828,0,1d33dc,1,1,51,62
1829,1829,0,1d356c,1,1,51,62
1830,1830,0,1d36fc,1,1,51,62
1831,1831,0,1d388c,1,1,51,62
1832,1832,0,1d3a1c,1,1,52,62
1833,1833,0,1d3bac,1,1,52,63
1834,1834,0,1d3d3c,1,1,52,64
1835,1835,0,1d3ecc,1,1,55,65
1836,1836,0,1d405c,1,1,55,65
1837,1837,0,1d41ec,1,1,55,65
1838,1838,0,1d437c,1,1,55,65
1839,1839,0,1d450c,1,1,55,65
1840,1840,0,1d469c,1,1,56,65
1841,1841,0,1d482c,1,1,56,65
1842,1842,0,1d49bc,1,1,55,65
1843,1843,0,1d4b4c,1,1,56,66
1844,1844,0,1d4cdc,1,1,56,66
1845,1845,0,1d4e6c,1,1,58,67
1846,1846,0,1d4ffc,1,1,56,66
1847,1847,0,1d518c,1,1,56,66
1848,1848,0,1d531c,1,1,57,67
1849,1849,0,1d54ac,1,1,57,66
1850,1850,0,1d563c,1,1,59,67
1851,1851,0,1d57cc,1,1,59,69
1852,1852,0,1d595c,1,1,59,69
1853,1853,0,1d5aec,1,1,5a,69
1854,1854,0,1d5c7c,1,1,59,69
1855,1855,0,1d5e0c,1,1,5a,6a
1856,1856,0,1d5f9c,1,1,5a,69
1857,1857,0,1d612c,1,1,5a,6a
1858,1858,0,1d62bc,1,1,5a,6a
1859,1859,0,1d644c,1,1,5a,6a
1860,1860,0,1d65dc,1,1,5c,6d
1861,1861,0,1d676c,1,1,5c,6b
1862,1862,0,1d68fc,1,1,5c,6c
1863,1863,0,1d6a8c,1,1,5a,6a
1864,1864,0,1d6c1c,1,1,5c,6c
1865,1865,0,1d6dac,1,1,5c,6d
1866,1866,0,1d6f3c,1,1,5c,6c
1867,1867,0,1d70cc,1,1,5d,6d
1868,1868,0,1d725c,1,1,5c,6d
1869,1869,0,1d73ec,1,1,5e,6f
1870,1870,0,1d757c,1,1,5e,6e
1871,1871,0,1d770c,1,1,5d,6e
1872,1872,0,1d789c,1,1,5e,70
1873,1873,0,1d7a2c,1,1,5e,6f
1874,1874,0,1d7bbc,1,1,5e,70
1875,1875,0,1d7d4c,1,1,60,71
1876,1876,0,1d7edc,1,1,5f,71
1877,1877,0,1d806c,1,1,60,71
1878,1878,0,1d81fc,1,1,60,71
1879,1879,0,1d838c,1,1,60,71
1880,1880,0,1d851c,1,1,60,71
1881,1881,0,1d86ac,1,1,60,71
1882,1882,0,1d883c,1,1,60,71
1883,1883,0,1d89cc,1,1,61,73
1884,1884,0,1d8b5c,1,1,61,71
1885,1885,0,1d8cec,1,1,61,71
1886,1886,0,1d8e7c,1,1,61,74
1887,1887,0,1d900c,1,1,62,75
1888,1888,0,1d919c,1,1,61,74
1889,1889,0,1d932c,1,1,62,75
1890,1890,0,1d94bc,1,1,62,75
1891,1891,0,1d964c,1,1,62,76
1892,1892,0,1d97dc,1,1,62,76
1893,1893,0,1d996c,1,1,62,75
1894,1894,0,1d9afc,1,1,62,76
1895,1895,0,1d9c8c,1,1,64,78
1896,1896,0,1d9e1c,1,1,62,76
1897,1897,0,1d9fac,1,1,63,76
1898,1898,0,1da13c,1,1,64,78
1899,1899,0,1da2cc,1,1,64,79
1900,1900,0,1da45c,1,1,65,79
1901,1901,0,1da5ec,1,1,65,79
1902,1902,0,1da77c,1,1,65,79
1903,1903,0,1da90c,1,1,65,79
1904,1904,0,1daa9c,1,1,65,7a
1905,1905,0,1dac2c,1,1,65,7a
1906,1906,0,1dadbc,1,1,65,7a
1907,1907,0,1daf4c,1,1,65,7a
1908,1908,0,1db0dc,1,1,66,7b
1909,1909,0,1db26c,1,1,67,7c
1910,1910,0,1db3fc,1,1,67,7d
1911,1911,0,1db58c,1,1,67,7d
1912,1912,0,1db71c,1,1,68,7d
1913,1913,0,1db8ac,1,1,67,7d
1914,1914,0,1dba3c,1,1,68,7d
1915,1915,0,1dbbcc,1,1,6a,7d
1916,1916,0,1dbd5c,1,1,67,7d
1917,1917,0,1dbeec,1,1,6a,7d
1918,1918,0,1dc07c,1,1,68,7d
1919,1919,0,1dc20c,1,1,6a,7d
1920,1920,0,1dc39c,1,1,6b,7e
1921,1921,0,1dc52c,1,1,6d,80
1922,1922,0,1dc6bc,1,1,6c,7f
1923,1923,0,1dc84c,1,1,6c,7e
1924,1924,0,1dc9dc,1,1,6d,80
1925,1925,0,1dcb6c,1,1,6c,7e
1926,1926,0,1dccfc,1,1,6d,81
1927,1927,0,1dce8c,1,1,6d,81
1928,1928,0,1dd01c,1,1,6e,82
1929,1929,0,1dd1ac,1,1,6d,81
1930,1930,0,1dd33c,1,1,6d,82
1931,1931,0,1dd4cc,1,1,6e,82
1932,1932,0,1dd65c,1,1,6e,82
1933,1933,0,1dd7ec,1,1,6d,82
1934,1934,0,1dd97c,1,1,70,84
1935,1935,0,1ddb0c,1,1,71,85
1936,1936,0,1ddc9c,1,1,70,83
1937,1937,0,1dde2c,1,1,70,83
1938,1938,0,1ddfbc,1,1,70,82
1939,1939,0,1de14c,1,1,71,85
1940,1940,0,1de2dc,1,1,71,85
1941,1941,0,1de46c,1,1,71,85
1942,1942,0,1de5fc,1,1,72,85
1943,1943,0,1de78c,1,1,72,85
1944,1944,0,1de91c,1,1,72,86
1945,1945,0,1deaac,1,1,74,86
1946,1946,0,1dec3c,1,1,75,86
1947,1947,0,1dedcc,1,1,75,86
1948,1948,0,1def5c,1,1,75,87
1949,1949,0,1df0ec,1,1,75,86
1950,1950,0,1df27c,1,1,76,87
1951,1951,0,1df40c,1,1,76,88
1952,1952,0,1df59c,1,1,76,88
1953,1953,0,1df72c,1,1,76,88
1954,1954,0,1df8bc,1,1,76,88
1955,1955,0,1dfa4c,1,1,78,88
1956,1956,0,1dfbdc,1,1,77,88
1957,1957,0,1dfd6c,1,1,76,88
1958,1958,0,1dfefc,1,1,78,88
1959,1959,0,1e008c,1,1,78,89
1960,1960,0,1e021c,1,1,79,89
1961,1961,0,1e03ac,1,1,79,89
1962,1962,0,1e053c,1,1,79,89
1963,1963,0,1e06cc,1,1,79,89
1964,1964,0,1e085c,1,1,79,89
1965,1965,0,1e09ec,1,1,7a,8b
1966,1966,0,1e0b7c,1,1,7a,8a
1967,1967,0,1e0d0c,1,1,79,89
1968,1968,0,1e0e9c,1,1,7a,8b
1969,1969,0,1e102c,1,1,7a,8b
1970,1970,0,1e11bc,1,1,7a,8b
1971,1971,0,1e134c,1,1,7d,8b
1972,1972,0,1e14dc,1,1,7d,8d
1973,1973,0,1e166c,1,1,7d,8d
1974,1974,0,1e17fc,1,1,7d,8d
1975,1975,0,1e198c,1,1,7d,8d
1976,1976,0,1e1b1c,1,1,7d,8e
1977,1977,0,1e1cac,1,1,7d,8e
1978,1978,0,1e1e3c,1,1,7f,90
1979,1979,0,1e1fcc,1,1,7f,90
1980,1980,0,1e215c,1,1,7d,8e
1981,1981,0,1e22ec,1,1,7f,90
1982,1982,0,1e247c,1,1,7f,90
1983,1983,0,1e260c,1,1,7f,90
1984,1984,0,1e279c,1,1,80,91
1985,1985,0,1e292c,1,1,82,91
1986,1986,0,1e2abc,1,1,80,91
1987,1987,0,1e2c4c,1,1,82,91
1988,1988,0,1e2ddc,1,1,82,92
1989,1989,0,1e2f6c,1,1,82,91
1990,1990,0,1e30fc,1,1,83,92
1991,1991,0,1e328c,1,1,85,92
1992,1992,0,1e341c,1,1,82,92
1993,1993,0,1e35ac,1,1,85,92
1994,1994,0,1e373c,1,1,85,92
1995,1995,0,1e38cc,1,1,85,93
1996,1996,0,1e3a5c,1,1,85,92
1997,1997,0,1e3bec,1,1,85,95
1998,1998,0,1e3d7c,1,1,85,95
1999,1999,0,1e3f0c,1,1,85,95
2000,2000,0,1e409c,1,1,85,95
2001,2001,0,1e422c,1,1,85,95
2002,2002,0,1e43bc,1,1,86,95
2003,2003,0,1e454c,1,1,86,95
2004,2004,0,1e46dc,1,1,86,96
2005,2005,0,1e486c,1,1,86,96
2006,2006,0,1e49fc,1,1,86,96
2007,2007,0,1e4b8c,1,1,88,96
2008,2008,0,1e4d1c,1,1,88,99
2009,2009,0,1e4eac,1,1,88,99
2010,2010,0,1e503c,1,1,88,99
2011,2011,0,1e51cc,1,1,89,99
2012,2012,0,1e535c,1,1,89,99
2013,2013,0,1e54ec,1,1,88,99
2014,2014,0,1e567c,1,1,89,9a
2015,2015,0,1e580c,1,1,89,9d
2016,2016,0,1e599c,1,1,89,9a
2017,2017,0,1e5b2c,1,1,89,9a
2018,2018,0,1e5cbc,1,1,89,9a
2019,2019,0,1e5e4c,1,1,89,9a
2020,2020,0,1e5fdc,1,1,8a,9d
2021,2021,0,1e616c,1,1,89,9d
2022,2022,0,1e62fc,1,1,89,9a
2023,2023,0,1e648c,1,1,8c,9d
2024,2024,0,1e661c,1,1,8a,9d
2025,2025,0,1e67ac,1,1,8c,9d
2026,2026,0,1e693c,1,1,8c,9d
2027,2027,0,1e6acc,1,1,8c,9d
2028,2028,0,1e6c5c,1,0,8e,9e
2029,2029,0,1e6dec,1,1,8c,9d
2030,2030,0,1e6f7c,1,0,8e,9e
2031,2031,0,1e710c,1,0,8f,9e
2032,2032,0,1e729c,1,0,8f,9e
2033,2033,0,1e742c,1,0,8f,9e
2034,2034,0,1e75bc,1,0,91,a1
2035,2035,0,1e774c,1,0,91,a1
2036,2036,0,1e78dc,1,0,91,a1
2037,2037,0,1e7a6c,1,0,91,a1
2038,2038,0,1e7bfc,1,0,92,a2
2039,2039,0,1e7d8c,1,0,91,a1
2040,2040,0,1e7f1c,1,0,92,a1
2041,2041,0,1e80ac,1,0,93,a2
2042,2042,0,1e823c,1,0,92,a1
2043,2043,0,1e83cc,1,0,92,a2
2044,2044,0,1e855c,1,0,95,a5
2045,2045,0,1e86ec,1,0,92,a1
2046,2046,0,1e887c,1,0,95,a2
2047,2047,0,1e8a0c,1,0,95,a3
2048,2048,0,1e8b9c,1,0,95,a5
2049,2049,0,1e8d2c,1,0,96,a5
2050,2050,0,1e8ebc,1,0,96,a5
2051,2051,0,1e904c,1,0,96,a6
2052,2052,0,1e91dc,1,0,96,a5
2053,2053,0,1e936c,1,0,96,a5
2054,2054,0,1e94fc,1,0,96,a5
2055,2055,0,1e968c,1,0,96,a5
2056,2056,0,1e981c,1,0,97,a6
2057,2057,0,1e99ac,1,0,98,a6
2058,2058,0,1e9b3c,1,0,98,a7
2059,2059,0,1e9ccc,1,0,99,a9
2060,2060,0,1e9e5c,1,0,99,a7
2061,2061,0,1e9fec,1,0,99,a8
2062,2062,0,1ea17c,1,0,99,aa
2063,2063,0,1ea30c,1,0,99,a9
2064,2064,0,1ea49c,1,0,99,a9
2065,2065,0,1ea62c,1,0,99,aa
2066,2066,0,1ea7bc,1,0,9a,aa
2067,2067,0,1ea94c,1,0,9a,aa
2068,2068,0,1eaadc,1,0,9a,aa
2069,2069,0,1eac6c,1,0,9a,aa
2070,2070,0,1eadfc,1,0,9c,ad
2071,2071,0,1eaf8c,1,0,9c,ad
2072,2072,0,1eb11c,1,0,9a,aa
2073,2073,0,1eb2ac,1,0,9c,ad
2074,2074,0,1eb43c,1,0,9c,ad
2075,2075,0,1eb5cc,1,0,9c,ad
2076,2076,0,1eb75c,1,0,9c,ad
2077,2077,0,1eb8ec,1,0,9d,ad
2078,2078,0,1eba7c,1,0,9d,ae
2079,2079,0,1ebc0c,1,0,9c,ad
2080,2080,0,1ebd9c,1,0,9c,ad
2081,2081,0,1ebf2c,1,0,9d,ae
2082,2082,0,1ec0bc,1,0,9c,ad
2083,2083,0,1ec24c,1,0,9d,ae
2084,2084,0,1ec3dc,1,0,9d,af
2085,2085,0,1ec56c,1,0,9d,ae
2086,2086,0,1ec6fb,1,1,04,14
2087,2087,0,1ec88c,1,0,9d,b1
2088,2088,0,1eca1c,1,0,9d,b0
2089,2089,0,1ecbab,1,1,04,14
2090,2090,0,1ecd3b,1,1,04,15
2091,2091,0,1ececb,1,1,04,15
2092,2092,0,1ed05b,1,1,04,15
2093,2093,0,1ed1eb,1,1,05,16
2094,2094,0,1ed37b,1,1,05,17
2095,2095,0,1ed50b,1,1,05,16
2096,2096,0,1ed69b,1,1,05,16
2097,2097,0,1ed82b,1,1,05,16
2098,2098,0,1ed9bb,1,1,05,19
2099,2099,0,1edb4b,1,1,06,19
2100,2100,0,1edcdb,1,1,05,19
2101,2101,0,1ede6b,1,1,06,19
2102,2102,0,1edffb,1,1,06,19
2103,2103,0,1ee18b,1,1,07,1a
2104,2104,0,1ee31b,1,1,06,19
2105,2105,0,1ee4ab,1,1,06,19
2106,2106,0,1ee63b,1,1,09,1a
2107,2107,0,1ee7cb,1,1,09,1a
2108,2108,0,1ee95b,1,1,09,1a
2109,2109,0,1eeaeb,1,1,09,1d
2110,2110,0,1eec7b,1,1,09,1b
2111,2111,0,1eee0b,1,1,09,1a
2112,2112,0,1eef9b,1,1,09,1d
2113,2113,0,1ef12b,1,1,09,1a
2114,2114,0,1ef2bb,1,1,0d,1d
2115,2115,0,1ef44b,1,1,0a,1d
2116,2116,0,1ef5db,1,1,0d,1d
2117,2117,0,1ef76b,1,1,0a,1d
2118,2118,0,1ef8fb,1,1,0d,1e
2119,2119,0,1efa8b,1,1,0d,1e
2120,2120,0,1efc1b,1,1,0d,1e
2121,2121,0,1efdab,1,1,0d,1e
2122,2122,0,1eff3b,1,1,0d,1e
2123,2123,0,1f00cb,1,1,0e,1f
2124,2124,0,1f025b,1,1,0e,1e
2125,2125,0,1f03eb,1,1,0e,21
2126,2126,0,1f057b,1,1,0f,21
2127,2127,0,1f070b,1,1,11,21
2128,2128,0,1f089b,1,1,0f,21
2129,2129,0,1f0a2b,1,1,11,22
2130,2130,0,1f0bbb,1,1,0e,21
2131,2131,0,1f0d4b,1,1,11,21
2132,2132,0,1f0edb,1,1,11,22
2133,2133,0,1f106b,1,1,11,22
2134,2134,0,1f11fb,1,1,11,22
2135,2135,0,1f138b,1,1,11,23
2136,2136,0,1f151b,1,1,12,24
2137,2137,0,1f16ab,1,1,11,21
2138,2138,0,1f183b,1,1,12,25
2139,2139,0,1f19cb,1,1,11,23
2140,2140,0,1f1b5b,1,1,12,25
2141,2141,0,1f1ceb,1,1,12,25
2142,2142,0,1f1e7b,1,1,13,26
2143,2143,0,1f200b,1,1,12,25
2144,2144,0,1f219b,1,1,13,25
2145,2145,0,1f232b,1,1,15,26
2146,2146,0,1f24bb,1,1,15,26
2147,2147,0,1f264b,1,1,15,27
2148,2148,0,1f27db,1,1,15,26
2149,2149,0,1f296b,1,1,15,26
2150,2150,0,1f2afb,1,1,15,26
2151,2151,0,1f2c8b,1,1,15,28
2152,2152,0,1f2e1b,1,1,16,29
2153,2153,0,1f2fab,1,1,17,29
2154,2154,0,1f313b,1,1,16,29
2155,2155,0,1f32cb,1,1,16,29
2156,2156,0,1f345b,1,1,17,29
2157,2157,0,1f35eb,1,1,16,29
2158,2158,0,1f377b,1,1,19,2a
2159,2159,0,1f390b,1,1,18,29
2160,2160,0,1f3a9b,1,1,19,2a
2161,2161,0,1f3c2b,1,1,19,2a
2162,2162,0,1f3dbb,1,1,19,2a
2163,2163,0,1f3f4b,1,1,19,2a
2164,2164,0,1f40db,1,1,19,2a
2165,2165,0,1f426b,1,1,1a,2d
2166,2166,0,1f43fb,1,1,1a,2d
2167,2167,0,1f458b,1,1,1a,2d
2168,2168,0,1f471b,1,1,1a,2d
2169,2169,0,1f48ab,1,1,1a,2d
2170,2170,0,1f4a3b,1,1,1a,2d
2171,2171,0,1f4bcb,1,1,1c,2e
2172,2172,0,1f4d5b,1,1,1d,2e
2173,2173,0,1f4eeb,1,1,1d,2e
2174,2174,0,1f507b,1,1,1d,2e
2175,2175,0,1f520b,1,1,1d,30
2176,2176,0,1f539b,1,1,1d,2f
2177,2177,0,1f552b,1,1,1e,31
2178,2178,0,1f56bb,1,1,1d,30
2179,2179,0,1f584b,1,1,1d,31
2180,2180,0,1f59db,1,1,21,32
2181,2181,0,1f5b6b,1,1,1e,31
2182,2182,0,1f5cfb,1,1,1e,31
2183,2183,0,1f5e8b,1,1,21,32
2184,2184,0,1f601b,1,1,1f,31
2185,2185,0,1f61ab,1,1,21,32
2186,2186,0,1f633b,1,1,21,32
2187,2187,0,1f64cb,1,1,22,35
2188,2188,0,1f665b,1,1,22,34
2189,2189,0,1f67eb,1,1,21,34
2190,2190,0,1f697b,1,1,21,34
2191,2191,0,1f6b0b,1,1,22,35
2192,2192,0,1f6c9b,1,1,22,35
2193,2193,0,1f6e2b,1,1,22,35
2194,2194,0,1f6fbb,1,1,22,35
2195,2195,0,1f714b,1,1,25,36
2196,2196,0,1f72db,1,1,22,35
2197,2197,0,1f746b,1,1,24,36
2198,2198,0,1f75fb,1,1,25,39
2199,2199,0,1f778b,1,1,26,39
2200,2200,0,1f791b,1,1,26,39
2201,2201,0,1f7aab,1,1,25,36
2202,2202,0,1f7c3b,1,1,26,39
2203,2203,0,1f7dcb,1,1,26,39
2204,2204,0,1f7f5b,1,1,26,39
2205,2205,0,1f80eb,1,1,26,39
2206,2206,0,1f827b,1,1,27,39
2207,2207,0,1f840b,1,1,27,39
2208,2208,0,1f859b,1,1,27,39
2209,2209,0,1f872b,1,1,26,39
2210,2210,0,1f88bb,1,1,28,39
2211,2211,0,1f8a4b,1,1,28,3a
2212,2212,0,1f8bdb,1,1,28,3a
2213,2213,0,1f8d6b,1,1,29,3c
2214,2214,0,1f8efb,1,1,29,3d
2215,2215,0,1f908b,1,1,29,3d
2216,2216,0,1f921b,1,1,29,3c
2217,2217,0,1f93ab,1,1,2a,3d
2218,2218,0,1f953b,1,1,2a,3d
2219,2219,0,1f96cb,1,1,29,3d
2220,2220,0,1f985b,1,1,2b,3d
2221,2221,0,1f99eb,1,1,2b,3e
2222,2222,0,1f9b7b,1,1,2b,3e
2223,2223,0,1f9d0b,1,1,2b,3e
2224,2224,0,1f9e9b,1,1,2d,3f
2225,2225,0,1fa02b,1,1,2d,3f
2226,2226,0,1fa1bb,1,1,2e,41
2227,2227,0,1fa34b,1,1,2e,41
2228,2228,0,1fa4db,1,1,2e,41
2229,2229,0,1fa66b,1,1,2e,42
2230,2230,0,1fa7fb,1,1,2e,41
2231,2231,0,1fa98b,1,1,31,43
2232,2232,0,1fab1b,1,1,2e,42
2233,2233,0,1facab,1,1,31,44
2234,2234,0,1fae3b,1,1,30,43
2235,2235,0,1fafcb,1,1,31,44
2236,2236,0,1fb15b,1,1,31,43
2237,2237,0,1fb2eb,1,1,31,44
2238,2238,0,1fb47b,1,1,31,44
2239,2239,0,1fb60b,1,1,33,44
2240,2240,0,1fb79b,1,1,32,44
2241,2241,0,1fb92b,1,1,33,45
2242,2242,0,1fbabb,1,1,35,46
2243,2243,0,1fbc4b,1,1,33,45
2244,2244,0,1fbddb,1,1,35,45
2245,2245,0,1fbf6b,1,1,33,45
2246,2246,0,1fc0fb,1,1,33,45
2247,2247,0,1fc28b,1,1,33,45
2248,2248,0,1fc41b,1,1,35,45
2249,2249,0,1fc5ab,1,1,36,46
2250,2250,0,1fc73b,1,1,36,47
