Model,MSO44
5.30250000e-08,-3.28000000e-01
5.31850000e-08,-3.28000000e-01
5.33450000e-08,-3.28000000e-01
5.35050000e-08,-3.28000000e-01
5.36650000e-08,-3.28000000e-01
5.38250000e-08,-3.28000000e-01
5.39850000e-08,-3.20000000e-01
5.41450000e-08,-3.28000000e-01
5.43050000e-08,-3.28000000e-01
5.44650000e-08,-3.28000000e-01
5.46250000e-08,-3.28000000e-01
5.47850000e-08,-3.28000000e-01
5.49450000e-08,-3.28000000e-01
5.51050000e-08,-3.20000000e-01
5.52650000e-08,-3.20000000e-01
5.54250000e-08,-3.20000000e-01
5.55850000e-08,-3.20000000e-01
5.57450000e-08,-3.20000000e-01
5.59050000e-08,-3.20000000e-01
5.60650000e-08,-3.20000000e-01
5.62250000e-08,-3.12000000e-01
5.63850000e-08,-3.20000000e-01
5.65450000e-08,-3.20000000e-01
5.67050000e-08,-3.20000000e-01
5.68650000e-08,-3.12000000e-01
5.70250000e-08,-3.12000000e-01
5.71850000e-08,-3.12000000e-01
5.73450000e-08,-3.12000000e-01
5.75050000e-08,-3.12000000e-01
5.76650000e-08,-3.12000000e-01
5.78250000e-08,-3.12000000e-01
5.79850000e-08,-3.12000000e-01
5.81450000e-08,-3.12000000e-01
5.83050000e-08,-3.12000000e-01
5.84650000e-08,-3.04000000e-01
5.86250000e-08,-3.04000000e-01
5.87850000e-08,-3.04000000e-01
5.89450000e-08,-3.04000000e-01
5.91050000e-08,-3.04000000e-01
5.92650000e-08,-3.04000000e-01
5.94250000e-08,-3.04000000e-01
5.95850000e-08,-3.04000000e-01
5.97450000e-08,-3.04000000e-01
5.99050000e-08,-3.04000000e-01
6.00650000e-08,-3.04000000e-01
6.02250000e-08,-3.04000000e-01
6.03850000e-08,-2.96000000e-01
6.05450000e-08,-3.04000000e-01
6.07050000e-08,-3.04000000e-01
6.08650000e-08,-2.96000000e-01
6.10250000e-08,-2.96000000e-01
6.11850000e-08,-2.96000000e-01
6.13450000e-08,-2.96000000e-01
6.15050000e-08,-2.96000000e-01
6.16650000e-08,-2.88000000e-01
6.18250000e-08,-2.88000000e-01
6.19850000e-08,-2.96000000e-01
6.21450000e-08,-2.96000000e-01
6.23050000e-08,-2.96000000e-01
6.24650000e-08,-2.96000000e-01
6.26250000e-08,-2.88000000e-01
6.27850000e-08,-2.88000000e-01
6.29450000e-08,-2.88000000e-01
6.31050000e-08,-2.96000000e-01
6.32650000e-08,-2.96000000e-01
6.34250000e-08,-2.88000000e-01
6.35850000e-08,-2.80000000e-01
6.37450000e-08,-2.80000000e-01
6.39050000e-08,-2.88000000e-01
6.40650000e-08,-2.88000000e-01
6.42250000e-08,-2.88000000e-01
6.43850000e-08,-2.88000000e-01
6.45450000e-08,-2.88000000e-01
6.47050000e-08,-2.88000000e-01
6.48650000e-08,-2.80000000e-01
6.50250000e-08,-2.80000000e-01
6.51850000e-08,-2.80000000e-01
6.53450000e-08,-2.88000000e-01
6.55050000e-08,-2.80000000e-01
6.56650000e-08,-2.80000000e-01
6.58250000e-08,-2.80000000e-01
6.59850000e-08,-2.80000000e-01
6.61450000e-08,-2.72000000e-01
6.63050000e-08,-2.72000000e-01
6.64650000e-08,-2.80000000e-01
6.66250000e-08,-2.80000000e-01
6.67850000e-08,-2.72000000e-01
6.69450000e-08,-2.72000000e-01
6.71050000e-08,-2.72000000e-01
6.72650000e-08,-2.72000000e-01
6.74250000e-08,-2.72000000e-01
6.75850000e-08,-2.72000000e-01
6.77450000e-08,-2.80000000e-01
6.79050000e-08,-2.72000000e-01
6.80650000e-08,-2.72000000e-01
6.82250000e-08,-2.72000000e-01
6.83850000e-08,-2.80000000e-01
6.85450000e-08,-2.72000000e-01
6.87050000e-08,-2.64000000e-01
6.88650000e-08,-2.64000000e-01
6.90250000e-08,-2.72000000e-01
6.91850000e-08,-2.72000000e-01
6.93450000e-08,-2.72000000e-01
6.95050000e-08,-2.64000000e-01
6.96650000e-08,-2.72000000e-01
6.98250000e-08,-2.72000000e-01
6.99850000e-08,-2.64000000e-01
7.01450000e-08,-2.64000000e-01
7.03050000e-08,-2.64000000e-01
7.04650000e-08,-2.64000000e-01
7.06250000e-08,-2.64000000e-01
7.07850000e-08,-2.64000000e-01
7.09450000e-08,-2.72000000e-01
7.11050000e-08,-2.64000000e-01
7.12650000e-08,-2.56000000e-01
7.14250000e-08,-2.64000000e-01
7.15850000e-08,-2.64000000e-01
7.17450000e-08,-2.64000000e-01
7.19050000e-08,-2.56000000e-01
7.20650000e-08,-2.56000000e-01
7.22250000e-08,-2.64000000e-01
7.23850000e-08,-2.56000000e-01
7.25450000e-08,-2.56000000e-01
7.27050000e-08,-2.56000000e-01
7.28650000e-08,-2.56000000e-01
7.30250000e-08,-2.48000000e-01
7.31850000e-08,-2.48000000e-01
7.33450000e-08,-2.56000000e-01
7.35050000e-08,-2.64000000e-01
7.36650000e-08,-2.56000000e-01
7.38250000e-08,-2.48000000e-01
7.39850000e-08,-2.48000000e-01
7.41450000e-08,-2.56000000e-01
7.43050000e-08,-2.56000000e-01
7.44650000e-08,-2.48000000e-01
7.46250000e-08,-2.48000000e-01
7.47850000e-08,-2.48000000e-01
7.49450000e-08,-2.48000000e-01
7.51050000e-08,-2.48000000e-01
7.52650000e-08,-2.56000000e-01
7.54250000e-08,-2.56000000e-01
7.55850000e-08,-2.48000000e-01
7.57450000e-08,-2.40000000e-01
7.59050000e-08,-2.48000000e-01
7.60650000e-08,-2.48000000e-01
7.62250000e-08,-2.48000000e-01
7.63850000e-08,-2.40000000e-01
7.65450000e-08,-2.40000000e-01
7.67050000e-08,-2.40000000e-01
7.68650000e-08,-2.40000000e-01
7.70250000e-08,-2.40000000e-01
7.71850000e-08,-2.40000000e-01
7.73450000e-08,-2.40000000e-01
7.75050000e-08,-2.40000000e-01
7.76650000e-08,-2.40000000e-01
7.78250000e-08,-2.40000000e-01
7.79850000e-08,-2.48000000e-01
7.81450000e-08,-2.40000000e-01
7.83050000e-08,-2.32000000e-01
7.84650000e-08,-2.32000000e-01
7.86250000e-08,-2.40000000e-01
7.87850000e-08,-2.40000000e-01
7.89450000e-08,-2.40000000e-01
7.91050000e-08,-2.32000000e-01
7.92650000e-08,-2.32000000e-01
7.94250000e-08,-2.32000000e-01
7.95850000e-08,-2.32000000e-01
7.97450000e-08,-2.32000000e-01
7.99050000e-08,-2.40000000e-01
8.00650000e-08,-2.32000000e-01
8.02250000e-08,-2.32000000e-01
8.03850000e-08,-2.32000000e-01
8.05450000e-08,-2.32000000e-01
8.07050000e-08,-2.32000000e-01
8.08650000e-08,-2.24000000e-01
8.10250000e-08,-2.24000000e-01
8.11850000e-08,-2.32000000e-01
8.13450000e-08,-2.32000000e-01
8.15050000e-08,-2.24000000e-01
8.16650000e-08,-2.16000000e-01
8.18250000e-08,-2.24000000e-01
8.19850000e-08,-2.24000000e-01
8.21450000e-08,-2.24000000e-01
8.23050000e-08,-2.24000000e-01
8.24650000e-08,-2.24000000e-01
8.26250000e-08,-2.24000000e-01
8.27850000e-08,-2.24000000e-01
8.29450000e-08,-2.24000000e-01
8.31050000e-08,-2.32000000e-01
8.32650000e-08,-2.24000000e-01
8.34250000e-08,-2.16000000e-01
8.35850000e-08,-2.16000000e-01
8.37450000e-08,-2.24000000e-01
8.39050000e-08,-2.24000000e-01
8.40650000e-08,-2.24000000e-01
8.42250000e-08,-2.24000000e-01
8.43850000e-08,-2.16000000e-01
8.45450000e-08,-2.16000000e-01
8.47050000e-08,-2.08000000e-01
8.48650000e-08,-2.08000000e-01
8.50250000e-08,-2.16000000e-01
8.51850000e-08,-2.16000000e-01
8.53450000e-08,-2.16000000e-01
8.55050000e-08,-2.16000000e-01
8.56650000e-08,-2.16000000e-01
8.58250000e-08,-2.16000000e-01
8.59850000e-08,-2.16000000e-01
8.61450000e-08,-2.16000000e-01
8.63050000e-08,-2.16000000e-01
8.64650000e-08,-2.16000000e-01
8.66250000e-08,-2.08000000e-01
8.67850000e-08,-2.08000000e-01
8.69450000e-08,-2.08000000e-01
8.71050000e-08,-2.16000000e-01
8.72650000e-08,-2.08000000e-01
8.74250000e-08,-2.08000000e-01
8.75850000e-08,-2.08000000e-01
8.77450000e-08,-2.08000000e-01
8.79050000e-08,-2.08000000e-01
8.80650000e-08,-2.08000000e-01
8.82250000e-08,-2.16000000e-01
8.83850000e-08,-2.08000000e-01
8.85450000e-08,-2.08000000e-01
8.87050000e-08,-2.08000000e-01
8.88650000e-08,-2.08000000e-01
8.90250000e-08,-2.08000000e-01
8.91850000e-08,-2.08000000e-01
8.93450000e-08,-2.00000000e-01
8.95050000e-08,-2.08000000e-01
8.96650000e-08,-2.08000000e-01
8.98250000e-08,-2.00000000e-01
8.99850000e-08,-2.00000000e-01
9.01450000e-08,-2.00000000e-01
9.03050000e-08,-2.00000000e-01
9.04650000e-08,-2.00000000e-01
9.06250000e-08,-2.08000000e-01
9.07850000e-08,-2.08000000e-01
9.09450000e-08,-2.00000000e-01
9.11050000e-08,-2.00000000e-01
9.12650000e-08,-2.00000000e-01
9.14250000e-08,-2.00000000e-01
9.15850000e-08,-2.00000000e-01
9.17450000e-08,-2.00000000e-01
9.19050000e-08,-1.92000000e-01
9.20650000e-08,-2.00000000e-01
9.22250000e-08,-1.92000000e-01
9.23850000e-08,-1.84000000e-01
9.25450000e-08,-1.92000000e-01
9.27050000e-08,-2.00000000e-01
9.28650000e-08,-2.00000000e-01
9.30250000e-08,-1.92000000e-01
9.31850000e-08,-2.00000000e-01
9.33450000e-08,-2.00000000e-01
9.35050000e-08,-1.92000000e-01
9.36650000e-08,-1.92000000e-01
9.38250000e-08,-1.92000000e-01
9.39850000e-08,-2.00000000e-01
9.41450000e-08,-1.92000000e-01
9.43050000e-08,-1.92000000e-01
9.44650000e-08,-1.92000000e-01
9.46250000e-08,-1.92000000e-01
9.47850000e-08,-1.92000000e-01
9.49450000e-08,-1.92000000e-01
9.51050000e-08,-1.84000000e-01
9.52650000e-08,-1.84000000e-01
9.54250000e-08,-1.92000000e-01
9.55850000e-08,-1.92000000e-01
9.57450000e-08,-1.92000000e-01
9.59050000e-08,-1.92000000e-01
9.60650000e-08,-1.92000000e-01
9.62250000e-08,-1.84000000e-01
9.63850000e-08,-1.84000000e-01
9.65450000e-08,-1.92000000e-01
9.67050000e-08,-1.92000000e-01
9.68650000e-08,-1.84000000e-01
9.70250000e-08,-1.84000000e-01
9.71850000e-08,-1.84000000e-01
9.73450000e-08,-1.84000000e-01
9.75050000e-08,-1.76000000e-01
9.76650000e-08,-1.76000000e-01
9.78250000e-08,-1.84000000e-01
9.79850000e-08,-1.84000000e-01
9.81450000e-08,-1.84000000e-01
9.83050000e-08,-1.84000000e-01
9.84650000e-08,-1.84000000e-01
9.86250000e-08,-1.84000000e-01
9.87850000e-08,-1.84000000e-01
9.89450000e-08,-1.84000000e-01
9.91050000e-08,-1.84000000e-01
9.92650000e-08,-1.76000000e-01
9.94250000e-08,-1.76000000e-01
9.95850000e-08,-1.76000000e-01
9.97450000e-08,-1.84000000e-01
9.99050000e-08,-1.84000000e-01
1.00065000e-07,-1.76000000e-01
1.00225000e-07,-1.76000000e-01
1.00385000e-07,-1.76000000e-01
1.00545000e-07,-1.84000000e-01
1.00705000e-07,-1.84000000e-01
1.00865000e-07,-1.84000000e-01
1.01025000e-07,-1.76000000e-01
1.01185000e-07,-1.76000000e-01
1.01345000e-07,-1.76000000e-01
1.01505000e-07,-1.76000000e-01
1.01665000e-07,-1.76000000e-01
1.01825000e-07,-1.76000000e-01
1.01985000e-07,-1.76000000e-01
1.02145000e-07,-1.76000000e-01
1.02305000e-07,-1.76000000e-01
1.02465000e-07,-1.76000000e-01
1.02625000e-07,-1.68000000e-01
1.02785000e-07,-1.68000000e-01
1.02945000e-07,-1.76000000e-01
1.03105000e-07,-1.76000000e-01
1.03265000e-07,-1.68000000e-01
1.03425000e-07,-1.68000000e-01
1.03585000e-07,-1.76000000e-01
1.03745000e-07,-1.68000000e-01
1.03905000e-07,-1.68000000e-01
1.04065000e-07,-1.76000000e-01
1.04225000e-07,-1.68000000e-01
1.04385000e-07,-1.68000000e-01
1.04545000e-07,-1.60000000e-01
1.04705000e-07,-1.60000000e-01
1.04865000e-07,-1.68000000e-01
1.05025000e-07,-1.68000000e-01
1.05185000e-07,-1.68000000e-01
1.05345000e-07,-1.68000000e-01
1.05505000e-07,-1.68000000e-01
1.05665000e-07,-1.68000000e-01
1.05825000e-07,-1.68000000e-01
1.05985000e-07,-1.68000000e-01
1.06145000e-07,-1.68000000e-01
1.06305000e-07,-1.60000000e-01
1.06465000e-07,-1.60000000e-01
1.06625000e-07,-1.60000000e-01
1.06785000e-07,-1.60000000e-01
1.06945000e-07,-1.60000000e-01
1.07105000e-07,-1.60000000e-01
1.07265000e-07,-1.60000000e-01
1.07425000e-07,-1.60000000e-01
1.07585000e-07,-1.60000000e-01
1.07745000e-07,-1.60000000e-01
1.07905000e-07,-1.60000000e-01
1.08065000e-07,-1.68000000e-01
1.08225000e-07,-1.60000000e-01
1.08385000e-07,-1.52000000e-01
1.08545000e-07,-1.60000000e-01
1.08705000e-07,-1.60000000e-01
1.08865000e-07,-1.60000000e-01
1.09025000e-07,-1.60000000e-01
1.09185000e-07,-1.60000000e-01
1.09345000e-07,-1.60000000e-01
1.09505000e-07,-1.52000000e-01
1.09665000e-07,-1.52000000e-01
1.09825000e-07,-1.52000000e-01
1.09985000e-07,-1.60000000e-01
1.10145000e-07,-1.52000000e-01
1.10305000e-07,-1.52000000e-01
1.10465000e-07,-1.52000000e-01
1.10625000e-07,-1.60000000e-01
1.10785000e-07,-1.60000000e-01
1.10945000e-07,-1.52000000e-01
1.11105000e-07,-1.52000000e-01
1.11265000e-07,-1.52000000e-01
1.11425000e-07,-1.52000000e-01
1.11585000e-07,-1.52000000e-01
1.11745000e-07,-1.52000000e-01
1.11905000e-07,-1.52000000e-01
1.12065000e-07,-1.44000000e-01
1.12225000e-07,-1.44000000e-01
1.12385000e-07,-1.44000000e-01
1.12545000e-07,-1.52000000e-01
1.12705000e-07,-1.52000000e-01
1.12865000e-07,-1.44000000e-01
1.13025000e-07,-1.44000000e-01
1.13185000e-07,-1.52000000e-01
1.13345000e-07,-1.52000000e-01
1.13505000e-07,-1.44000000e-01
1.13665000e-07,-1.52000000e-01
1.13825000e-07,-1.52000000e-01
1.13985000e-07,-1.44000000e-01
1.14145000e-07,-1.44000000e-01
1.14305000e-07,-1.44000000e-01
1.14465000e-07,-1.52000000e-01
1.14625000e-07,-1.44000000e-01
1.14785000e-07,-1.44000000e-01
1.14945000e-07,-1.44000000e-01
1.15105000e-07,-1.52000000e-01
1.15265000e-07,-1.44000000e-01
1.15425000e-07,-1.44000000e-01
1.15585000e-07,-1.44000000e-01
1.15745000e-07,-1.44000000e-01
1.15905000e-07,-1.44000000e-01
1.16065000e-07,-1.44000000e-01
1.16225000e-07,-1.44000000e-01
1.16385000e-07,-1.52000000e-01
1.16545000e-07,-1.44000000e-01
1.16705000e-07,-1.44000000e-01
1.16865000e-07,-1.44000000e-01
1.17025000e-07,-1.44000000e-01
1.17185000e-07,-1.44000000e-01
1.17345000e-07,-1.44000000e-01
1.17505000e-07,-1.44000000e-01
1.17665000e-07,-1.44000000e-01
1.17825000e-07,-1.44000000e-01
1.17985000e-07,-1.36000000e-01
1.18145000e-07,-1.36000000e-01
1.18305000e-07,-1.44000000e-01
1.18465000e-07,-1.44000000e-01
1.18625000e-07,-1.36000000e-01
1.18785000e-07,-1.44000000e-01
1.18945000e-07,-1.44000000e-01
1.19105000e-07,-1.36000000e-01
1.19265000e-07,-1.36000000e-01
1.19425000e-07,-1.36000000e-01
1.19585000e-07,-1.36000000e-01
1.19745000e-07,-1.36000000e-01
1.19905000e-07,-1.36000000e-01
1.20065000e-07,-1.36000000e-01
1.20225000e-07,-1.44000000e-01
1.20385000e-07,-1.44000000e-01
1.20545000e-07,-1.36000000e-01
1.20705000e-07,-1.36000000e-01
1.20865000e-07,-1.36000000e-01
1.21025000e-07,-1.36000000e-01
1.21185000e-07,-1.36000000e-01
1.21345000e-07,-1.44000000e-01
1.21505000e-07,-1.36000000e-01
1.21665000e-07,-1.28000000e-01
1.21825000e-07,-1.28000000e-01
1.21985000e-07,-1.36000000e-01
1.22145000e-07,-1.36000000e-01
1.22305000e-07,-1.28000000e-01
1.22465000e-07,-1.28000000e-01
1.22625000e-07,-1.28000000e-01
1.22785000e-07,-1.36000000e-01
1.22945000e-07,-1.36000000e-01
1.23105000e-07,-1.36000000e-01
1.23265000e-07,-1.36000000e-01
1.23425000e-07,-1.36000000e-01
1.23585000e-07,-1.36000000e-01
1.23745000e-07,-1.28000000e-01
1.23905000e-07,-1.28000000e-01
1.24065000e-07,-1.28000000e-01
1.24225000e-07,-1.28000000e-01
1.24385000e-07,-1.28000000e-01
1.24545000e-07,-1.20000000e-01
1.24705000e-07,-1.28000000e-01
1.24865000e-07,-1.28000000e-01
1.25025000e-07,-1.28000000e-01
1.25185000e-07,-1.28000000e-01
1.25345000e-07,-1.28000000e-01
1.25505000e-07,-1.28000000e-01
1.25665000e-07,-1.20000000e-01
1.25825000e-07,-1.28000000e-01
1.25985000e-07,-1.28000000e-01
1.26145000e-07,-1.28000000e-01
1.26305000e-07,-1.28000000e-01
1.26465000e-07,-1.28000000e-01
1.26625000e-07,-1.28000000e-01
1.26785000e-07,-1.28000000e-01
1.26945000e-07,-1.28000000e-01
1.27105000e-07,-1.28000000e-01
1.27265000e-07,-1.28000000e-01
1.27425000e-07,-1.28000000e-01
1.27585000e-07,-1.28000000e-01
1.27745000e-07,-1.28000000e-01
1.27905000e-07,-1.28000000e-01
1.28065000e-07,-1.20000000e-01
1.28225000e-07,-1.20000000e-01
1.28385000e-07,-1.28000000e-01
1.28545000e-07,-1.28000000e-01
1.28705000e-07,-1.28000000e-01
1.28865000e-07,-1.20000000e-01
1.29025000e-07,-1.20000000e-01
1.29185000e-07,-1.28000000e-01
1.29345000e-07,-1.28000000e-01
1.29505000e-07,-1.20000000e-01
1.29665000e-07,-1.20000000e-01
1.29825000e-07,-1.20000000e-01
1.29985000e-07,-1.20000000e-01
1.30145000e-07,-1.20000000e-01
1.30305000e-07,-1.20000000e-01
1.30465000e-07,-1.28000000e-01
1.30625000e-07,-1.28000000e-01
1.30785000e-07,-1.20000000e-01
1.30945000e-07,-1.20000000e-01
1.31105000e-07,-1.20000000e-01
1.31265000e-07,-1.20000000e-01
1.31425000e-07,-1.12000000e-01
1.31585000e-07,-1.12000000e-01
1.31745000e-07,-1.20000000e-01
1.31905000e-07,-1.20000000e-01
1.32065000e-07,-1.12000000e-01
1.32225000e-07,-1.12000000e-01
1.32385000e-07,-1.12000000e-01
1.32545000e-07,-1.12000000e-01
1.32705000e-07,-1.12000000e-01
1.32865000e-07,-1.12000000e-01
1.33025000e-07,-1.20000000e-01
1.33185000e-07,-1.20000000e-01
1.33345000e-07,-1.12000000e-01
1.33505000e-07,-1.12000000e-01
1.33665000e-07,-1.20000000e-01
1.33825000e-07,-1.20000000e-01
1.33985000e-07,-1.12000000e-01
1.34145000e-07,-1.20000000e-01
1.34305000e-07,-1.20000000e-01
1.34465000e-07,-1.20000000e-01
1.34625000e-07,-1.20000000e-01
1.34785000e-07,-1.12000000e-01
1.34945000e-07,-1.12000000e-01
1.35105000e-07,-1.12000000e-01
1.35265000e-07,-1.12000000e-01
1.35425000e-07,-1.12000000e-01
1.35585000e-07,-1.12000000e-01
1.35745000e-07,-1.12000000e-01
1.35905000e-07,-1.12000000e-01
1.36065000e-07,-1.12000000e-01
1.36225000e-07,-1.12000000e-01
1.36385000e-07,-1.04000000e-01
1.36545000e-07,-1.04000000e-01
1.36705000e-07,-1.12000000e-01
1.36865000e-07,-1.12000000e-01
1.37025000e-07,-1.12000000e-01
1.37185000e-07,-1.04000000e-01
1.37345000e-07,-1.12000000e-01
1.37505000e-07,-1.12000000e-01
1.37665000e-07,-1.12000000e-01
1.37825000e-07,-1.12000000e-01
1.37985000e-07,-1.12000000e-01
1.38145000e-07,-1.12000000e-01
1.38305000e-07,-1.12000000e-01
1.38465000e-07,-1.04000000e-01
1.38625000e-07,-1.04000000e-01
1.38785000e-07,-1.12000000e-01
1.38945000e-07,-1.20000000e-01
1.39105000e-07,-1.12000000e-01
1.39265000e-07,-1.12000000e-01
1.39425000e-07,-1.12000000e-01
1.39585000e-07,-1.12000000e-01
1.39745000e-07,-1.04000000e-01
1.39905000e-07,-1.04000000e-01
1.40065000e-07,-1.12000000e-01
1.40225000e-07,-1.12000000e-01
1.40385000e-07,-1.04000000e-01
1.40545000e-07,-1.04000000e-01
1.40705000e-07,-1.04000000e-01
1.40865000e-07,-1.04000000e-01
1.41025000e-07,-1.04000000e-01
1.41185000e-07,-1.04000000e-01
1.41345000e-07,-1.04000000e-01
1.41505000e-07,-1.04000000e-01
1.41665000e-07,-1.04000000e-01
1.41825000e-07,-1.04000000e-01
1.41985000e-07,-1.12000000e-01
1.42145000e-07,-1.04000000e-01
1.42305000e-07,-1.04000000e-01
1.42465000e-07,-1.04000000e-01
1.42625000e-07,-1.04000000e-01
1.42785000e-07,-1.04000000e-01
1.42945000e-07,-1.04000000e-01
1.43105000e-07,-9.60000000e-02
1.43265000e-07,-1.04000000e-01
1.43425000e-07,-1.04000000e-01
1.43585000e-07,-9.60000000e-02
1.43745000e-07,-1.04000000e-01
1.43905000e-07,-1.04000000e-01
1.44065000e-07,-1.04000000e-01
1.44225000e-07,-9.60000000e-02
1.44385000e-07,-1.04000000e-01
1.44545000e-07,-1.04000000e-01
1.44705000e-07,-1.04000000e-01
1.44865000e-07,-1.04000000e-01
1.45025000e-07,-1.04000000e-01
1.45185000e-07,-1.04000000e-01
1.45345000e-07,-9.60000000e-02
1.45505000e-07,-9.60000000e-02
1.45665000e-07,-9.60000000e-02
1.45825000e-07,-1.04000000e-01
1.45985000e-07,-9.60000000e-02
1.46145000e-07,-9.60000000e-02
1.46305000e-07,-9.60000000e-02
1.46465000e-07,-9.60000000e-02
1.46625000e-07,-9.60000000e-02
1.46785000e-07,-9.60000000e-02
1.46945000e-07,-9.60000000e-02
1.47105000e-07,-9.60000000e-02
1.47265000e-07,-9.60000000e-02
1.47425000e-07,-9.60000000e-02
1.47585000e-07,-9.60000000e-02
1.47745000e-07,-9.60000000e-02
1.47905000e-07,-9.60000000e-02
1.48065000e-07,-9.60000000e-02
1.48225000e-07,-8.80000000e-02
1.48385000e-07,-9.60000000e-02
1.48545000e-07,-9.60000000e-02
1.48705000e-07,-8.80000000e-02
1.48865000e-07,-8.80000000e-02
1.49025000e-07,-9.60000000e-02
1.49185000e-07,-9.60000000e-02
1.49345000e-07,-9.60000000e-02
1.49505000e-07,-9.60000000e-02
1.49665000e-07,-9.60000000e-02
1.49825000e-07,-9.60000000e-02
1.49985000e-07,-9.60000000e-02
1.50145000e-07,-8.80000000e-02
1.50305000e-07,-8.80000000e-02
1.50465000e-07,-8.80000000e-02
1.50625000e-07,-8.80000000e-02
1.50785000e-07,-8.80000000e-02
1.50945000e-07,-9.60000000e-02
1.51105000e-07,-8.80000000e-02
1.51265000e-07,-8.80000000e-02
1.51425000e-07,-9.60000000e-02
1.51585000e-07,-9.60000000e-02
1.51745000e-07,-9.60000000e-02
1.51905000e-07,-8.80000000e-02
1.52065000e-07,-8.80000000e-02
1.52225000e-07,-9.60000000e-02
1.52385000e-07,-9.60000000e-02
1.52545000e-07,-8.80000000e-02
1.52705000e-07,-8.80000000e-02
1.52865000e-07,-8.80000000e-02
1.53025000e-07,-8.80000000e-02
1.53185000e-07,-8.80000000e-02
1.53345000e-07,-8.80000000e-02
1.53505000e-07,-9.60000000e-02
1.53665000e-07,-8.80000000e-02
1.53825000e-07,-8.80000000e-02
1.53985000e-07,-8.80000000e-02
1.54145000e-07,-9.60000000e-02
1.54305000e-07,-9.60000000e-02
1.54465000e-07,-8.80000000e-02
1.54625000e-07,-8.80000000e-02
1.54785000e-07,-8.80000000e-02
1.54945000e-07,-8.80000000e-02
1.55105000e-07,-8.80000000e-02
1.55265000e-07,-8.80000000e-02
1.55425000e-07,-8.80000000e-02
1.55585000e-07,-8.00000000e-02
1.55745000e-07,-8.00000000e-02
1.55905000e-07,-8.00000000e-02
1.56065000e-07,-8.80000000e-02
1.56225000e-07,-8.80000000e-02
1.56385000e-07,-8.80000000e-02
1.56545000e-07,-8.80000000e-02
1.56705000e-07,-8.80000000e-02
1.56865000e-07,-8.80000000e-02
1.57025000e-07,-8.00000000e-02
1.57185000e-07,-8.80000000e-02
1.57345000e-07,-9.60000000e-02
1.57505000e-07,-8.80000000e-02
1.57665000e-07,-8.00000000e-02
1.57825000e-07,-8.80000000e-02
1.57985000e-07,-8.00000000e-02
1.58145000e-07,-8.00000000e-02
1.58305000e-07,-8.80000000e-02
1.58465000e-07,-8.80000000e-02
1.58625000e-07,-8.80000000e-02
1.58785000e-07,-8.00000000e-02
1.58945000e-07,-8.00000000e-02
1.59105000e-07,-8.80000000e-02
1.59265000e-07,-8.80000000e-02
1.59425000e-07,-8.80000000e-02
1.59585000e-07,-8.00000000e-02
1.59745000e-07,-8.80000000e-02
1.59905000e-07,-8.80000000e-02
1.60065000e-07,-8.80000000e-02
1.60225000e-07,-8.80000000e-02
1.60385000e-07,-8.00000000e-02
1.60545000e-07,-8.00000000e-02
1.60705000e-07,-8.00000000e-02
1.60865000e-07,-8.00000000e-02
1.61025000e-07,-8.00000000e-02
1.61185000e-07,-8.80000000e-02
1.61345000e-07,-8.80000000e-02
1.61505000e-07,-8.00000000e-02
1.61665000e-07,-8.00000000e-02
1.61825000e-07,-8.00000000e-02
1.61985000e-07,-8.00000000e-02
1.62145000e-07,-8.00000000e-02
1.62305000e-07,-8.00000000e-02
1.62465000e-07,-8.00000000e-02
1.62625000e-07,-8.80000000e-02
1.62785000e-07,-8.00000000e-02
1.62945000e-07,-8.00000000e-02
1.63105000e-07,-8.00000000e-02
1.63265000e-07,-8.00000000e-02
1.63425000e-07,-8.00000000e-02
1.63585000e-07,-7.20000000e-02
1.63745000e-07,-8.00000000e-02
1.63905000e-07,-8.00000000e-02
1.64065000e-07,-8.00000000e-02
1.64225000e-07,-8.00000000e-02
1.64385000e-07,-8.00000000e-02
1.64545000e-07,-8.00000000e-02
1.64705000e-07,-7.20000000e-02
1.64865000e-07,-7.20000000e-02
1.65025000e-07,-8.00000000e-02
1.65185000e-07,-8.00000000e-02
1.65345000e-07,-8.00000000e-02
1.65505000e-07,-7.20000000e-02
1.65665000e-07,-8.00000000e-02
1.65825000e-07,-8.00000000e-02
1.65985000e-07,-7.20000000e-02
1.66145000e-07,-7.20000000e-02
1.66305000e-07,-8.00000000e-02
1.66465000e-07,-8.00000000e-02
1.66625000e-07,-8.00000000e-02
1.66785000e-07,-7.20000000e-02
1.66945000e-07,-7.20000000e-02
1.67105000e-07,-7.20000000e-02
1.67265000e-07,-7.20000000e-02
1.67425000e-07,-7.20000000e-02
1.67585000e-07,-8.00000000e-02
1.67745000e-07,-8.00000000e-02
1.67905000e-07,-7.20000000e-02
1.68065000e-07,-7.20000000e-02
1.68225000e-07,-7.20000000e-02
1.68385000e-07,-7.20000000e-02
1.68545000e-07,-7.20000000e-02
1.68705000e-07,-7.20000000e-02
1.68865000e-07,-7.20000000e-02
1.69025000e-07,-7.20000000e-02
1.69185000e-07,-6.40000000e-02
1.69345000e-07,-7.20000000e-02
1.69505000e-07,-8.00000000e-02
1.69665000e-07,-7.20000000e-02
1.69825000e-07,-6.40000000e-02
1.69985000e-07,-6.40000000e-02
1.70145000e-07,-7.20000000e-02
1.70305000e-07,-7.20000000e-02
1.70465000e-07,-7.20000000e-02
1.70625000e-07,-7.20000000e-02
